[236.24495659 335.59805582],[276.62209136 330.40352516],[302.51587073 307.51080323],[323.67176811 284.17389479],[338.06193452 266.04467396],[278.53604759 261.25967904],[306.67623166 238.34699648],[326.53681285 234.00319012],[340.94552584 231.55569184],[259.02436071 248.29329446],[268.44714005 211.757203  ],[280.94605481 182.237754  ],[295.0695292 157.7094007],[238.53375506 244.68972287],[229.90293956 210.38455797],[229.50409959 181.14992842],[234.5323686  156.74478233],[222.03681298 251.77001954],[209.92676212 220.85905352],[205.56801542 196.35722069],[203.85742192 173.13993763]
[223.30868994 305.17519402],[252.68288624 297.02704859],[273.80355905 277.71143559],[292.61063433 261.76285736],[308.13129537 249.78247552],[247.4263668  233.57944356],[267.27211497 216.63234732],[284.43979955 219.70993064],[295.77299284 225.51574906],[232.38770782 229.65659746],[235.88999692 196.1058074 ],[243.9757786  171.35432548],[252.05689828 153.48198888],[217.5101258  233.31995473],[210.20178659 202.50816347],[208.11217409 178.28376972],[207.88606928 160.42446089],[205.89015528 244.79960953],[195.91433952 222.11133548],[190.42035619 202.95836036],[186.10515987 185.60041074]
[238.94310893 301.23662303],[268.46313546 298.94668203],[287.60442226 279.05145981],[307.33811789 264.84112835],[317.53431656 257.99999675],[261.40844824 245.66621724],[275.69350833 223.18030015],[289.63129492 211.80026163],[301.45462781 200.73124393],[243.929861   238.41033822],[243.96945864 206.08966271],[249.484542   183.64118416],[255.47567795 165.77339545],[227.20541256 237.05798266],[215.20443255 207.14369827],[211.22998254 184.09643989],[214.0764749  164.42826622],[217.24660706 244.47507752],[205.31278776 219.39350583],[204.7932242  203.71186306],[209.0882064  189.22508383]
[257.30276221 318.86307737],[285.85490943 316.75426114],[309.25635609 297.11492314],[328.13488566 280.21546638],[339.04806706 267.65058892],[279.4555413  256.69002647],[302.43688623 235.6224203 ],[324.88471081 228.11218487],[340.93090274 223.00213333],[261.57983515 247.90648272],[261.80819694 213.96322603],[271.33565739 187.64312913],[279.24304144 167.88168054],[246.76744006 246.24361337],[232.74140833 212.861081  ],[231.27616546 186.28385504],[233.40452182 164.26330555],[239.23842879 254.35204083],[223.84089409 226.78015229],[217.36439132 206.43944634],[211.75995931 188.35662818]
[272.12751907 324.56911444],[303.27176662 317.78545478],[322.90911628 298.77355853],[344.83228567 283.47373626],[361.23282273 277.03821712],[297.95519191 255.18826897],[322.85493392 237.12526313],[345.68485913 237.3941737 ],[363.19940019 239.20109996],[281.84931129 251.42459909],[283.88142233 216.5517614 ],[293.15639318 189.01427572],[301.04839231 167.96944691],[269.0970758  253.56473653],[256.54250409 220.5700771 ],[252.95795782 193.42011639],[254.2043111  171.93790639],[260.53228629 263.46845017],[248.2121369  236.78533639],[241.87201402 217.8355292 ],[235.50440631 203.62361508]
[291.41690979 327.81188564],[325.08348792 322.51842782],[345.95259682 304.02279347],[367.0732046  289.57928134],[386.40501517 278.46228137],[318.91603956 253.75810318],[345.65661736 235.26416978],[366.33671052 247.56309622],[381.33598865 260.99003517],[304.49376305 248.50635175],[313.30808292 212.16885362],[326.88237601 185.00942556],[341.00992285 162.47148986],[288.97520212 251.22499379],[279.49810704 216.81723852],[276.21893372 188.43454329],[277.98569122 166.41619088],[277.45303739 264.19984181],[268.03736546 238.51289224],[260.92476706 218.44065885],[254.92308738 202.70845034]
[312.69719373 315.50064138],[345.68056498 300.99384506],[366.15277011 283.82611678],[384.3583552 267.9864847],[401.45205074 257.92668408],[341.03553328 237.20364158],[360.89553697 218.37972095],[381.53334375 216.93588091],[395.53195027 217.83833903],[324.62875037 234.09549387],[322.31617182 197.97520372],[330.12189343 169.23359644],[338.23417528 146.01103112],[310.57022867 237.36007659],[292.74161382 204.68607271],[285.66108511 173.631436  ],[284.28330034 148.2572337 ],[300.94080744 247.80568828],[283.14940596 224.10980882],[271.41253588 206.70359635],[260.25765757 191.02432982]
[316.61276353 292.89170438],[348.77198101 287.07352582],[371.84263927 268.03046319],[395.6490104  251.46387151],[414.09320059 241.18574748],[344.96332548 215.76376022],[374.73269053 196.07771166],[396.27196882 203.0704924 ],[409.92450688 211.42595404],[330.36375133 208.30909441],[339.46115247 168.82694542],[353.62687029 140.12462986],[367.37968293 118.58241978],[317.46744806 208.76780954],[310.15782911 171.96357857],[310.14981842 143.39238696],[313.85064883 121.70138115],[308.24865322 218.29496696],[300.41851791 190.84962708],[296.41414033 170.16726537],[293.69635018 153.4864923 ]
[328.46085379 276.37560999],[361.43024015 270.71991577],[387.28552341 250.81854667],[410.4177271  233.87479797],[430.25126771 221.35371029],[361.54978576 196.83053552],[392.52258164 179.12785789],[411.36690505 194.4958691 ],[420.3637659  210.52552888],[347.40687861 188.66792855],[364.36779501 149.28830508],[382.67469141 125.86952299],[398.9632525  108.70498277],[334.36263002 189.49014742],[329.22733357 150.33393882],[331.33345045 121.48741135],[336.17138974  99.4386491 ],[324.82072576 200.84826931],[315.1636722  172.10735698],[311.13638647 149.83858456],[308.65501492 128.38434211]
[340.90981906 259.79028268],[370.1805419  249.96850604],[395.43754536 232.97795269],[416.72666782 216.65255219],[431.22818348 207.97899396],[370.58245777 174.55742192],[396.94135791 154.65021104],[416.28722173 166.83687034],[428.80529319 179.46402609],[355.11536    166.53169167],[366.02432943 128.92933104],[379.71552092 102.92066911],[393.45229656  83.34981147],[341.82296365 167.58515645],[331.15379038 131.20697962],[328.66880042 101.78775309],[333.51566311  78.79694882],[331.7520782  179.63589215],[322.22719122 151.94158333],[317.41698439 130.91193251],[315.74421389 111.09444912]
[343.39534861 243.43637111],[380.05665445 234.31054433],[405.795649   215.50655361],[429.35807054 202.68933684],[448.94403451 194.24417601],[377.98448279 158.11455236],[406.45725789 145.27174624],[427.59356536 159.23177061],[438.87305279 171.62939009],[363.53562642 151.22285226],[377.25262789 113.36547362],[393.03404415  88.83414534],[407.57093467  70.59331284],[350.64653351 152.19784368],[342.74234575 114.23879409],[341.86695891  83.45056475],[346.12688676  59.86350366],[341.20319095 163.31957211],[330.95058463 131.63046397],[327.63327443 108.9731365 ],[327.41109801  88.31251938]
[346.74368334 221.16870333],[390.00339776 215.57854073],[418.40906198 197.72249377],[440.55686669 179.47466061],[460.15403024 168.57394309],[386.27525024 144.27356631],[413.02173417 137.70792257],[434.1623815  148.74454783],[447.62168393 156.11867478],[369.40961834 134.38009989],[376.13695554 100.81385243],[392.09424316  70.96284826],[404.35401196  48.34274461],[354.4101733 132.2672584],[341.94776892  98.26766779],[345.70568513  63.0113449 ],[350.50766731  35.41728222],[345.49267099 138.78297808],[332.59666682 111.0292825 ],[329.92538874  88.07241926],[327.64316521  65.73649353]
[343.63147986 198.91336343],[390.99872296 198.3867509 ],[419.15822477 177.03641593],[442.1074493  154.00624662],[466.17851805 140.49058825],[390.64416961 128.8686042 ],[418.18153389 120.05937644],[443.93090815 121.62050699],[459.58844446 116.99330412],[371.67118392 117.06071605],[376.76454014  79.2969706 ],[396.49254877  46.1585123 ],[409.51115483  19.8429278 ],[356.00891301 111.90209877],[342.11608929  73.69018431],[354.80945795  38.44893881],[366.19040245   9.1877209 ],[346.17742961 114.75446383],[333.38796923  79.57026131],[334.54371113  57.70093236],[334.39067267  36.60004652]
[346.98664361 156.52323568],[396.1445009  159.22673193],[425.463929   144.28543004],[447.36515074 130.31520988],[466.89236809 121.63550429],[396.80626034  97.79647274],[414.04534934  90.95176799],[424.17319114  97.40902422],[430.34435807  94.84531312],[371.04230678  89.30358979],[377.53736913  47.95609481],[393.01622936  18.56860186],[404.78351647  -3.54854295],[351.48229033  84.57837121],[344.24820447  49.82066757],[355.80210472  24.75130308],[366.27802226   7.30894239],[336.86025765  83.45507106],[327.79422703  55.52648622],[329.93633378  38.32904824],[331.81533768  24.38549376]
[362.11569945 180.41809498],[396.89655732 175.81231404],[424.76768465 158.02444991],[447.99506377 150.07078499],[463.89492266 145.65206655],[396.52818623 104.69921972],[424.29488823  94.97950283],[443.20683768 108.48714248],[452.89037307 120.25724087],[381.40045824  95.09549856],[393.10481126  61.82530871],[408.91930496  35.75584191],[423.84530937  16.59299693],[367.66762484  93.09925183],[358.52155596  55.31498976],[359.20026707  26.4544779 ],[363.91764035   8.69559041],[356.24990883 100.78619275],[342.22529739  70.80247063],[337.43050289  48.41648576],[335.56838769  31.53860277]
[352.76969561 207.4655615 ],[386.96962296 201.79334604],[418.398443   182.92499776],[444.25058856 166.70173496],[463.05469311 159.08820768],[392.19672482 123.92579032],[421.82979113 113.40839102],[439.68171307 125.20476519],[449.67791461 136.96636574],[374.70910443 115.39378082],[392.43169707  75.3481522 ],[410.38652922  47.72227373],[426.48217778  29.36312322],[359.65383756 116.73937377],[354.62798365  77.68633966],[356.67356126  46.05998738],[363.15757515  23.21599151],[348.7674042  128.26928651],[340.06571264  96.9777107 ],[337.30692666  71.833473  ],[337.82299051  50.03705784]
[327.07342555 226.69757593],[363.70002848 220.70194604],[394.74259158 203.34569864],[419.56127778 187.82794562],[437.14256715 176.43979366],[367.35148347 146.22703572],[397.06550495 132.37554447],[417.22921034 147.51567593],[429.00031102 162.25676565],[349.73533384 136.64949276],[365.55435768  96.30893408],[384.07238207  69.71269039],[400.87761615  53.76294244],[334.99762703 136.00545304],[329.29996077  97.45807869],[334.10389969  67.68475392],[340.93589541  47.31723398],[324.34339375 145.36680599],[314.35894123 114.32481263],[312.95463426  91.21871835],[314.2410732   71.57380647]
[302.28252214 251.89109822],[335.28177988 247.11189311],[361.87767978 227.98089979],[385.18828199 214.02720457],[406.58600239 205.20078107],[336.2635992  170.32813336],[367.09843694 150.15575157],[389.14131902 154.98198142],[403.24542534 161.14771496],[323.67601881 160.48639534],[338.34113788 122.95040729],[355.45398237  98.64537604],[371.90821083  80.30009575],[310.42095841 160.96898328],[302.66290097 125.19974048],[301.10532944  96.33681181],[305.17800406  73.61081633],[301.85150878 171.58697952],[292.25063286 142.25542977],[287.79688586 122.79925112],[286.55323213 105.17575235]
[293.9637189  263.13064014],[319.22902723 252.45324835],[346.87919256 233.69368493],[369.98956922 220.53069449],[387.4705848  216.49118199],[320.17588815 185.19747989],[354.57920121 167.84071641],[382.30447445 176.33732438],[398.32697448 182.47060309],[306.42967695 177.90115203],[317.12882094 138.00514453],[328.99272166 106.79173703],[341.15811127  83.17643518],[294.38277364 180.05420058],[288.16186657 146.86893501],[289.33101251 116.34006819],[295.72102164  91.46863639],[285.69996176 192.0520364 ],[276.2411575 169.2986752],[271.21687971 150.35629716],[268.00338977 130.77158603]
[284.59153859 273.75086728],[316.55104086 265.7091956 ],[341.14608487 250.18164902],[365.30660093 237.66898489],[382.31395614 228.08722474],[315.34168256 201.326129  ],[346.98545723 181.18663636],[367.72809083 188.94869989],[377.82221897 200.9678805 ],[303.36610927 192.79585904],[314.9033711  154.63765337],[332.61414584 131.3891829 ],[346.88872602 115.63071559],[291.42850084 194.60378727],[285.00859237 158.35854783],[285.42030062 135.97340928],[288.4099362  120.72594395],[283.90385212 205.42896443],[274.4326276  177.19449586],[268.39672769 160.54520436],[262.45591386 147.31508816]
[292.32537376 283.05709608],[319.87939759 280.90125974],[338.19518823 264.63783516],[358.9463234  255.30709395],[379.4914883  252.74899664],[311.91353182 223.50818344],[337.03084687 201.37805458],[360.47069084 212.55225667],[378.08568149 224.84106022],[299.30684284 214.2778889 ],[301.96990533 176.63377224],[312.9011457  153.18405411],[322.75163536 136.22800923],[287.29576596 212.96339769],[275.9422104  178.32163476],[274.80790117 156.52685647],[276.8068943  141.87797093],[279.30027313 220.02616922],[270.13095081 192.40478852],[266.43513241 175.64812267],[262.48576936 162.57467307]
[293.24717215 294.44125645],[319.98303026 289.91303906],[339.47578486 270.5453217 ],[359.90938152 258.92456614],[377.82291929 250.31129759],[315.99065884 228.04809295],[340.13961619 212.59502764],[359.69818315 222.65427871],[373.73570598 232.89345145],[304.04472169 221.4359904 ],[312.36150008 189.50352627],[325.17306467 167.57845895],[337.12176356 150.65613058],[292.97597244 223.02325152],[282.24224915 191.45829126],[279.55079507 167.55043472],[281.09521721 147.84887241],[285.42214615 233.91764426],[274.6390836  207.74488545],[269.83193015 190.19627512],[265.0148061  173.15435048]
[299.61482772 292.87470647],[325.6527788 288.0648674],[342.33406979 271.22968223],[361.40382026 262.12233962],[376.60848297 254.64470884],[324.4099823  229.92211541],[341.98632275 214.9611209 ],[356.63341553 222.23462048],[366.83184269 230.07381131],[312.11632836 225.40904213],[320.69080371 196.93830177],[330.05973212 176.3022067 ],[338.61556223 160.07800423],[300.06214309 228.47859233],[291.82078812 200.88458568],[288.75849111 178.64196859],[288.44877982 160.37918316],[290.3645343  239.44604088],[279.05434767 219.02676043],[271.91383902 202.67560124],[265.12972112 186.46214671]
[301.56028872 301.67955371],[326.74097889 299.86179119],[344.75840105 283.04563377],[364.95310477 271.58189378],[383.36783269 263.86822426],[327.40133681 238.75688704],[347.06708887 225.49846869],[362.63682982 237.03335597],[373.71088211 248.11342317],[315.97279492 233.6960419 ],[326.56069521 204.94842082],[338.82555922 185.22106228],[352.28952114 169.7666654 ],[304.22968019 235.50194184],[296.73373153 207.17815561],[293.91519432 186.15926722],[295.95285558 168.72807499],[294.9155157  246.93494134],[283.81748754 225.57889492],[277.48868679 209.58086872],[274.22543294 193.64367324]
[306.96960627 310.3816233 ],[329.63042797 306.17712938],[349.1650786  288.96164523],[366.99923066 277.97737832],[381.21717459 275.27452121],[330.39006796 244.39836582],[352.42837446 230.03931385],[366.57840768 235.6753038 ],[378.10082031 241.09428384],[317.71895794 238.80481337],[326.33014653 210.20803013],[333.68540829 187.22832436],[342.20406418 170.5164721 ],[306.11213248 240.37611319],[300.43008348 213.50227967],[297.09738298 190.85206043],[297.86859207 173.34983816],[295.29087037 252.25408931],[286.20559705 233.17654639],[280.30899898 217.65285854],[276.65153131 203.23689455]
[309.8300081  319.62951011],[332.03050059 313.28029807],[348.98788478 296.11764585],[367.77704645 285.99436522],[383.57565729 280.8067965 ],[333.97671461 253.58655608],[352.95053418 239.99629223],[365.66250281 248.94033941],[374.60559181 258.20559652],[323.3054932  248.72224218],[332.170163   221.87659436],[342.46773751 201.35299988],[352.67834154 186.89513924],[312.42665338 250.82932128],[305.50436369 223.92281275],[302.74084468 201.19111913],[304.16994078 183.28497523],[303.52518831 263.05490623],[293.01137435 243.94005751],[288.49004381 228.82871034],[286.6150674  214.13948257]
[316.0772748  313.33969564],[341.24159096 306.56938918],[355.96757764 289.5110817 ],[372.07795766 279.61861259],[390.41498077 273.90523458],[337.84838478 251.9976337 ],[352.65039367 237.21908014],[366.63808913 239.12062377],[376.73622209 243.33064082],[327.60645105 249.79313604],[331.85130777 224.9109229 ],[341.46617004 205.22656721],[351.46566921 189.98569386],[317.26238092 254.45203853],[307.30790314 231.41546739],[304.13160645 211.86245168],[304.07725776 196.030951  ],[310.13439929 265.07680811],[300.26381288 249.16971103],[296.95250621 233.69237073],[294.67961878 217.6337191 ]
[330.44696467 311.17262534],[351.49743594 308.37920887],[365.1691309  293.66468143],[380.91917412 281.63645976],[397.10946   277.7491745],[352.27956205 252.00865149],[366.51545559 234.27536408],[375.9341052  230.36520363],[383.92487358 227.67776733],[342.74673452 247.40165416],[348.24363083 220.65771084],[354.75725335 200.29682536],[362.02313517 185.38363418],[332.25444055 250.47507099],[321.81784216 225.4507189 ],[317.36138524 206.21093111],[317.6633463  190.65595445],[322.8212306  260.27257857],[310.40324662 244.470854  ],[306.07639908 229.85719932],[304.23652323 214.91682564]
[348.35476302 310.79388515],[369.70837134 307.25146983],[382.52428442 293.44554667],[397.41222752 283.41440581],[412.98794739 280.66847161],[367.37019131 251.45552903],[383.04389448 240.02608491],[396.81878098 241.52202928],[408.8472877  242.13260151],[357.87077972 245.20104026],[361.90659741 218.73138304],[366.7691057  200.48233621],[374.11936947 186.51767887],[348.64218521 246.05996358],[341.79174304 221.64101007],[338.79318369 202.99119113],[342.38554564 188.49244245],[341.3056174  254.99450785],[332.5217277  238.12901301],[328.69077882 223.7253746 ],[327.42520702 210.69637247]
