[254.18976659 318.31015989],[288.41137275 311.66634403],[311.25388472 287.14028272],[328.01199899 268.44476252],[345.61948986 254.36805374],[284.48386507 245.92417528],[295.82839089 213.12409155],[303.10940406 192.12138515],[307.69622013 174.14356628],[262.89396296 242.29141814],[264.44291995 205.48586469],[267.36807694 179.96230533],[267.71957721 158.69650916],[241.95457728 245.67057373],[236.7496589 213.3663674],[235.18417017 190.33035477],[232.45121501 170.88920642],[223.97484883 254.65919978],[212.53070691 232.63878747],[206.54240685 217.81178994],[200.48358285 203.44381702]
[432.90494669 106.62477699],[453.42729959  96.88316583],[465.39361745  82.41000862],[475.2302598   70.83994315],[483.4496273   61.92084839],[455.8576658   59.14269135],[456.66244193  32.81869325],[453.41522563  24.60433526],[450.52801438  24.29722284],[442.40832349  55.70436356],[438.50985908  30.91054612],[431.08349864  26.48639079],[427.6442823   27.96281909],[429.30681236  58.15763911],[423.50778983  34.44688854],[417.70232414  31.8157995 ],[415.81590548  34.6883483 ],[417.19264379  64.15988674],[407.43899075  47.68881218],[402.34665874  44.66905976],[400.07149048  45.26279895]
[404.49993936 111.7723042 ],[423.93166557 108.49079296],[437.99206272  94.58506048],[447.60190792  82.13286242],[458.26349159  73.66147056],[429.8739931  67.4430818],[431.03202427  45.86146942],[429.8423642   36.52525589],[428.08521532  30.97122334],[417.62237212  64.90059723],[414.35464338  41.25346661],[410.66360985  30.34910871],[408.53000151  25.16343142],[403.99808145  68.33730657],[396.61193058  49.58974203],[392.14683738  39.67862251],[389.14472854  34.17018653],[390.94434012  75.41667005],[380.56562424  63.01433787],[376.90786823  55.99812778],[374.76850436  51.0428718 ]
[363.94380677 126.51543757],[384.02750739 121.22625966],[397.7980997  109.11238845],[406.75463906  97.4013414 ],[413.13989532  87.25441639],[387.52995629  81.46844536],[391.49735027  58.62626854],[390.81183301  46.84878295],[388.62917645  40.57791714],[375.14729153  80.63252109],[371.00030489  58.05393711],[367.46490979  46.4683189 ],[364.02068941  42.31739563],[362.74651363  83.86383195],[353.98379127  66.99498238],[350.28897003  57.32652556],[348.02274197  54.31516888],[352.94439272  90.1893648 ],[343.21577033  81.28141149],[338.83662518  79.06170566],[335.72963108  79.35013598]
[345.62792076 130.29639782],[363.43416975 126.78863394],[377.98944384 115.56052206],[387.70064691 103.83224942],[395.79208756  93.22661311],[366.84058957  88.73110448],[372.2618979   68.13386518],[373.58868087  57.75868426],[373.16516231  51.25437319],[354.27135775  87.50003834],[349.2908464   68.66728672],[345.55753689  60.08322475],[341.93991369  56.34184125],[342.42629278  90.65369044],[335.1732876   77.61530227],[331.19939701  71.21483403],[328.11658879  69.18824945],[332.11145029  96.84745646],[324.72891436  89.91370531],[320.55193611  87.97941893],[317.08095274  88.07298944]
[329.22164136 139.65704165],[346.70434432 133.8869392 ],[358.07019214 122.68137357],[366.26450344 110.19056423],[374.88355798  97.85436313],[344.96033228 101.26929669],[348.98282893  81.95799884],[349.86519204  71.2727659 ],[350.88749003  63.08696016],[332.71675485  98.88920985],[334.48988641  77.99777473],[334.98846497  66.13497426],[336.58179883  59.07185593],[321.46277993 100.41436835],[320.1081329   83.66722595],[319.21427143  70.46340443],[319.84013553  61.64877479],[311.55355788 105.71276701],[304.40930861  93.22603372],[300.40196026  84.63784625],[298.14916885  77.61399333]
[310.43840292 148.29257576],[325.08364291 140.47582212],[333.32506956 127.79286278],[338.23927614 116.27409734],[344.22760971 103.09535653],[322.66901792 106.84040829],[324.8944013   87.99034971],[325.40359988  76.99796164],[327.28273551  69.10899629],[310.96823086 105.87980973],[311.03345763  84.21840762],[310.2228754   72.90301816],[311.94148944  66.24696006],[299.45177578 108.34304405],[296.86126381  90.88908614],[295.7426509   79.08209105],[297.26153069  70.30393815],[289.02665557 114.36054842],[282.72379085 101.40079771],[280.13906733  91.24332698],[279.80128352  82.04304666]
[287.66966463 126.10787074],[271.93434369 120.38031159],[258.06796614 113.66839672],[255.16830066 106.13779435],[261.3339504  103.06216944],[263.06021303  84.41593927],[261.06573816  67.26746908],[259.05147979  68.96486629],[259.89363726  75.30850585],[281.99435494  81.40121158],[285.35970569  64.1926006 ],[282.47160547  79.82645596],[278.33412054  95.47507633],[296.26499422  85.43982127],[303.49778555  75.17606961],[299.39097871  91.64200185],[293.47489405 103.89189743],[307.48875712  93.50277971],[316.56254285  89.01676703],[313.96181511 100.90180928],[309.3136722  110.97928765]
[282.76094233 149.96842048],[291.55689129 139.44505882],[293.84744058 126.39000653],[295.19991523 116.07715295],[292.56977021 105.52449013],[288.48705587 105.00124398],[283.73146612  83.33900898],[281.04966203  74.1271334 ],[281.08920493  68.71216986],[281.08226055 107.70372444],[274.95547409  87.4024203 ],[269.95689968  79.61731738],[266.87130367  76.48632033],[272.4889181  114.91952485],[266.09185305 104.02274081],[264.93722503 103.12961382],[264.54470989 104.01517582],[264.14504174 126.3718662 ],[261.11864535 123.32509001],[261.82842214 121.58487057],[262.32352566 121.09752847]
[270.29619456 152.03482473],[290.33566308 143.32135605],[293.75241096 130.2743994 ],[297.10135674 118.2208753 ],[296.51546826 109.37108717],[283.08098596 118.74971897],[280.58195622  98.86367434],[280.4054754   90.37275782],[281.18517636  83.2503774 ],[271.02102446 120.54485886],[262.95752704  93.89471442],[260.31679089  80.60032715],[258.68359556  70.19481866],[259.57923663 125.48740518],[252.3600622  102.75948914],[253.73353539  90.63124399],[255.44446507  82.54412342],[251.49872515 132.89571839],[250.94616133 118.96687773],[256.49906449 116.30029764],[261.34086958 114.88384118]
[259.16169991 159.18381279],[277.36393882 152.02113934],[282.798692   140.10681938],[285.91850242 125.34272666],[288.54386784 113.36173065],[272.28422204 128.25086769],[271.89120916 107.86060331],[270.28739557  95.14167791],[269.91326941  85.39668633],[259.96699263 125.81748874],[257.86181313 101.92438732],[257.67341064  89.6412604 ],[257.56849284  80.24853067],[248.23223379 126.7841717 ],[244.65601114 105.3326289 ],[246.20775893  94.04972364],[248.86029703  86.59873768],[238.0714094  131.02571008],[235.15053124 115.092092  ],[237.54666004 105.78903474],[240.33166038  98.10250881]
[249.19070799 164.28607031],[264.60351019 157.3357082 ],[273.31702952 143.19228647],[278.17293199 130.41805732],[282.72132416 120.41433943],[258.84571208 123.38998031],[260.67927033 103.24524972],[262.92640285  91.17348132],[263.76441285  82.24851328],[247.42939326 122.81686718],[245.1741875   98.79546875],[246.18005879  84.30241589],[246.84054864  72.39216141],[237.18918816 127.69082974],[231.18060854 108.71262799],[230.7145381   97.71418309],[230.97621871  88.42210022],[228.1495692  137.25740641],[219.01145858 125.93898684],[217.00569548 120.99078025],[216.50565498 116.20379774]
[236.95224164 171.97017256],[251.34192876 160.97287111],[256.48126457 146.09995148],[259.6717018  132.01541078],[262.05400728 121.3792073 ],[242.32725707 126.10268734],[240.94839574 107.17753853],[238.48927489  98.40479507],[236.92824544  95.0286926 ],[230.03298166 126.75154951],[228.84304012 107.70668093],[226.25424984 100.84306811],[226.02916546 100.29362323],[220.45845848 131.46497854],[215.5949722  115.57386326],[212.59122752 107.60854216],[212.80028107 104.18856855],[212.28444572 138.6797726 ],[203.34827672 128.27877214],[198.04486726 122.32756368],[194.74942106 117.97364518]
[216.17568933 180.97808557],[231.25020705 171.39444853],[239.46022577 157.48299233],[243.19633547 145.7788461 ],[245.69259366 138.80034199],[224.30436629 138.1951028 ],[223.14016981 121.07116249],[223.33613488 111.92111607],[224.12909073 105.07993701],[212.05838618 138.96624532],[208.07581914 121.02067373],[205.61138779 111.1479112 ],[204.86643304 105.37520532],[200.34028577 143.55250051],[193.94938789 128.42839638],[190.29457292 118.86551899],[188.82834562 112.05155552],[190.86109788 151.83070895],[180.57587405 143.10749004],[175.43692071 137.25597625],[172.08827897 131.13183946]
[200.17430145 184.98320947],[213.65250419 175.92655062],[219.93819965 160.99463155],[223.89017153 149.41523276],[227.84852846 139.42936889],[203.89362669 143.91747261],[204.6366363  127.42649725],[205.26835551 118.70032753],[205.50647263 112.60837484],[192.27032507 145.02502117],[187.93257184 126.99279658],[185.0364655  116.76018041],[183.1899552  108.97955431],[182.49865701 149.36337659],[175.35952248 135.47336785],[169.86296795 126.0054818 ],[166.23951015 117.90697755],[175.24611366 156.37535527],[164.30086019 150.0701053 ],[158.06667917 144.79111296],[153.04898304 138.53854999]
[187.58663681 192.00615425],[198.43237654 180.16912352],[202.53062996 163.56811097],[205.0165224  151.59511895],[207.70677595 142.5811914 ],[188.44276745 145.45524436],[188.52926999 129.38851498],[186.90229931 120.1238859 ],[184.6938997  112.36687974],[177.72163754 146.76845538],[173.31439528 129.56839165],[170.08329226 118.49649402],[167.1107702  109.24776131],[169.2147831  151.95800755],[163.4263419  138.30269004],[160.35039775 127.99508955],[157.37490219 118.84679892],[161.97773333 161.37789078],[153.64794147 153.84927686],[149.82870414 146.89773692],[145.44753743 139.23485694]
[169.17903731 172.55957753],[150.57598083 171.56569811],[137.03832093 166.17895711],[133.43535034 160.13426515],[134.953351  155.9175179],[144.14376664 152.6770066 ],[137.53219896 139.26426186],[136.35877206 133.26843324],[135.67545003 128.56582729],[155.76478961 146.52438505],[149.80936643 125.50185684],[151.48943388 121.08901045],[150.89540354 118.53414918],[167.4851904  144.35903862],[163.70134532 121.52720647],[164.56022921 120.18210613],[163.00711604 120.81593012],[178.44951343 145.32603979],[178.35680374 128.76331361],[180.57412523 125.8766352 ],[178.71702521 125.33909386]
[165.26230029 182.63751595],[147.63408638 184.92043062],[138.81492819 177.77237527],[138.93797434 169.15489254],[138.9809767  162.49838067],[134.91179687 160.47348366],[126.13823391 144.21787457],[120.42151422 136.1885032 ],[116.11287475 129.19440295],[142.06111585 151.3708869 ],[134.04657327 130.36071481],[133.166064   122.92909455],[132.53257235 117.96294166],[151.84080567 146.31073349],[147.70355944 126.46322706],[149.2603665  121.10443789],[148.70223052 118.41616938],[162.72781156 145.17887466],[161.95333976 128.4837291 ],[164.08586073 122.12952778],[163.90541653 118.44679971]
[153.96885825 194.07455575],[166.19010909 185.73836753],[173.25872596 170.95387593],[176.86051181 157.46659737],[178.27644496 147.68844288],[156.74587182 150.52795772],[156.05005378 132.84070283],[155.13309423 123.87480709],[154.0304384  117.39171922],[145.2897721  150.80000384],[139.4778789  132.53834604],[136.152361  121.6468989],[133.5011973  112.71170176],[136.2324299  155.20657442],[129.83474831 139.62037472],[126.63446501 130.01846523],[123.38559437 121.73309844],[128.85286856 163.67421649],[121.4084885  155.39308228],[116.89143688 148.88863749],[111.67448166 141.61656452]
[150.21105195 190.54379234],[165.1881432  181.99675287],[172.14138024 165.73953281],[175.79406156 151.80286629],[178.49111958 142.92446667],[155.65594337 146.34147641],[156.91664832 128.32310062],[157.41781479 120.33042434],[157.36217123 115.72949821],[143.51294743 145.63698406],[139.77311443 125.7858418 ],[137.57863445 115.4764016 ],[136.61369467 110.10211781],[133.06561971 149.96834364],[125.70080358 133.9239618 ],[122.614073   124.45961415],[121.29045147 117.47051032],[125.10558495 158.62737631],[113.44415985 150.75053866],[108.09739426 144.86772216],[104.30443675 138.60791383]
[149.08814082 190.91205636],[164.44575007 182.22481972],[171.95597973 165.93731827],[175.93426493 152.68233692],[180.93551759 143.85114511],[154.60975668 146.48102378],[156.26445681 130.17598826],[157.68866388 121.43561746],[158.93387116 114.88948165],[142.58107963 145.90277681],[138.59584651 127.69887905],[136.57373869 116.09745976],[135.10235081 107.57176028],[131.90789518 150.20238857],[125.13028345 135.25870686],[120.92247728 124.44038459],[117.37689838 115.40148604],[123.84619028 158.50317589],[113.4483588  150.51175807],[107.44887332 144.40017721],[101.92337702 137.92670112]
[152.83078559 195.16129718],[167.6282309  187.19637106],[176.2155128  170.45360466],[180.8391406  156.35805047],[185.74859604 147.36100272],[158.29366361 147.8300296 ],[160.86137204 128.84721454],[162.29610369 119.90639444],[163.75935901 113.24063853],[145.25428585 147.61963335],[140.26021066 126.61311486],[137.45971357 114.90484601],[136.0203286  105.78704974],[134.34514813 151.93643475],[127.39848214 134.4698408 ],[122.54222852 123.97235933],[118.65828264 115.27711894],[125.26798992 160.30915315],[114.52458705 151.31254755],[107.52955698 144.66193928],[101.58511164 137.46105842]
[157.92819965 196.98629048],[174.54558872 191.07792276],[183.9838698  175.34071809],[189.83808103 161.33179858],[194.93307878 152.24996843],[166.63254212 151.03457082],[170.03902333 133.56474594],[171.82659761 123.19052804],[173.13267503 114.99742668],[152.89539243 150.33086267],[148.77947326 129.48021536],[146.50731653 116.01394359],[145.0609138  104.57406887],[141.0380825  154.55241586],[133.35480636 138.00469305],[128.06614144 125.43215955],[123.72753962 113.92911154],[131.60052133 163.28498073],[120.31358693 155.23200009],[113.16713247 148.5193553 ],[106.42889733 141.17391042]
[170.35626248 208.25395569],[188.95189781 200.66264767],[198.73503437 182.9122145 ],[204.49086798 167.11108093],[209.9574658  156.03357691],[178.60031391 158.96656497],[181.01831218 139.08374153],[182.09908122 127.45136335],[182.92468886 119.06273226],[164.18958682 159.48025753],[160.98516647 137.20395542],[158.13341735 122.28761469],[156.17647207 111.29063859],[151.60727138 164.45225403],[144.84724498 146.99934564],[139.12436731 133.50552011],[134.68963439 123.00644209],[141.50041073 173.03170803],[130.44962219 162.97464708],[122.4747971 154.7443443],[115.87867783 146.77715091]
[187.68463796 225.16917814],[206.87715271 217.06281235],[217.3987435 199.3038947],[222.83457916 182.8498351 ],[229.04987675 172.5496007 ],[198.45773429 175.77182374],[200.87110594 154.74355661],[202.23834461 142.79193489],[202.99533309 134.1027177 ],[184.58170687 174.95614319],[181.32820916 150.90502807],[179.80411504 135.67953983],[178.98702232 124.38014006],[170.81622742 179.37121182],[162.09069842 159.56281876],[156.07390713 145.65595399],[152.34910399 134.27602282],[160.76930497 187.95972914],[148.56752435 176.03038304],[142.39971323 169.20813869],[138.00830211 161.7896818 ]
[207.17812114 246.91561579],[225.07433482 236.4330741 ],[235.03865646 219.08364788],[239.34205884 204.0343669 ],[244.38606972 192.1965395 ],[215.40618216 198.95725076],[216.23558612 177.43753605],[216.95413344 164.78576275],[218.13849964 155.49953699],[201.59922399 200.00984833],[196.60902816 176.4344793 ],[193.78991242 161.45241905],[192.43852008 149.59920076],[187.94002255 205.19321732],[180.07204953 184.71781694],[174.4351799  171.84909097],[170.73883329 161.16315717],[177.44878722 213.2476065 ],[165.50711638 200.07998778],[158.37621574 193.0486527 ],[152.63157853 185.79887451]
[213.84310234 268.02986565],[233.06523829 256.05743799],[241.95519621 237.68194783],[246.08912511 222.64827853],[249.69699206 209.86062507],[220.76691351 216.47708818],[221.38181356 194.97548112],[221.13330159 182.13925363],[220.89459404 172.2616614 ],[206.50447241 218.16122901],[201.58823108 194.83387175],[198.00783172 178.81686881],[195.68846661 164.79051153],[193.37620239 224.59247399],[185.46324285 205.31708404],[179.51032841 192.96213983],[175.31645209 181.41864295],[183.69289618 234.0690337 ],[172.46194482 222.15043023],[165.34172075 215.28211973],[159.72284315 206.82336492]
[214.75647099 280.82082083],[232.79870975 267.22760579],[241.31329265 247.07194518],[245.60399364 232.2686574 ],[251.09465002 220.11410141],[217.73920528 226.67892761],[217.70340943 206.71666202],[217.75966091 193.64989418],[217.97936654 182.76882884],[204.34050088 229.13426959],[197.66151234 207.3687298 ],[193.60998518 192.01380176],[190.06555674 179.1057605 ],[191.97047994 235.98842031],[182.10466781 217.77497341],[175.18811038 204.39428663],[169.97580862 192.34380946],[183.30414288 245.34442255],[170.39304974 235.36220027],[162.50913241 228.10946326],[155.41776483 219.63380322]
[213.36355125 283.71382612],[231.43090492 270.35896289],[239.12031215 250.3876144 ],[243.17572944 235.06536007],[250.04531326 223.14567682],[215.19246187 228.7445087 ],[214.54584207 208.30508686],[213.51977461 194.68528614],[212.6988692  183.47715753],[202.58372134 232.0681069 ],[194.25339925 209.29849787],[188.78076922 194.47131802],[184.95057755 182.21275558],[190.37207537 239.44753513],[178.71251259 221.83201073],[170.81175805 209.16740668],[165.4047462 198.0778808],[181.86862004 249.47958112],[165.80579777 240.11435909],[156.31435805 232.94549814],[148.29281279 224.4267406 ]
