[257.50275972 381.12071998],[292.46227235 376.13647893],[300.76675849 359.56449712],[279.26364208 344.91790678],[248.57660938 333.19427639],[307.08284393 309.59282475],[322.87650181 280.63404542],[337.39724156 259.03974494],[349.17088355 235.75951303],[279.65423911 305.29901961],[284.06288971 265.57895797],[286.15760819 236.27693526],[287.63316843 213.11030198],[250.70201127 308.02095482],[251.9280741 282.4235745],[251.20242974 265.27118101],[251.62787207 248.09900361],[227.1386472  324.09821753],[234.26507411 307.24176891],[240.17485556 319.16114402],[240.95709557 331.66704619]
[381.79752023 444.14616763],[416.70474702 444.27853248],[442.11908207 424.93319819],[441.73074035 404.74535922],[425.04199059 400.86644668],[424.77636618 372.42240406],[442.08754825 340.06045315],[449.13445559 321.34315681],[452.05887489 311.28212603],[403.17753172 367.0721729 ],[407.58823469 327.3064003 ],[412.70202092 306.96139503],[414.1825831  297.86024894],[380.00433586 369.47635255],[375.86532602 339.57486956],[385.43216955 324.34250959],[391.29062058 315.18725341],[361.52706222 384.45166695],[366.68798202 375.81404753],[380.13745342 389.43609119],[388.84544856 401.79382092]
[365.61507986 438.49628179],[401.33798644 439.65317645],[424.6829364 419.8779886],[420.22413595 403.07557605],[403.98897583 398.12384815],[406.94709935 368.58954115],[421.16040955 338.16226006],[430.2347549  319.50883028],[435.79248204 304.53809555],[383.98194443 363.78272749],[382.39593507 327.31436333],[385.82005746 306.21323499],[386.93668293 291.6178028 ],[359.4953554  366.69786705],[356.39991347 336.04701739],[362.01281226 322.25895573],[364.52210571 314.07500673],[341.06015683 379.98863946],[349.03330942 363.72227061],[361.71834401 372.83164974],[367.82459974 382.55518005]
[339.98248888 424.46117003],[370.92177004 415.05004518],[383.68364173 397.53164744],[373.11875631 380.24260896],[354.04732706 371.0059671 ],[377.07573779 352.32970916],[386.68897403 325.80408686],[394.15539475 304.29772534],[399.85286115 284.95390164],[353.92019737 349.07647272],[354.55041244 314.72416486],[356.86845967 290.93822302],[357.41415931 271.7857826 ],[331.68032282 354.54581504],[328.2446945  327.11784705],[328.7308686  305.27603696],[327.15532218 286.62377377],[314.23022867 369.37463291],[321.00704929 356.19490398],[329.89031961 371.02297239],[334.27005554 384.86565275]
[326.00421965 413.5810237 ],[357.6801491  405.42861528],[369.41831729 387.60052994],[363.03337493 376.18693363],[352.71970392 369.07053417],[358.51210805 342.81112689],[367.15099704 312.01730932],[372.77883946 289.57501681],[376.74279415 271.15230397],[336.21885057 341.76580356],[333.76542036 306.26436039],[335.1396171  282.14773946],[334.1894505  262.46828239],[315.17302989 348.06815486],[312.40058056 318.67067761],[314.67103777 302.6340972 ],[313.65900918 291.04913813],[298.79885113 360.9190341 ],[304.68902992 345.13419351],[313.24084295 356.86547465],[315.86828658 369.14689996]
[314.74352822 402.72329449],[342.17825654 396.84235668],[351.56667734 380.67161809],[342.55801268 372.67873132],[329.12537885 371.38797712],[343.65909081 336.30290937],[350.33050193 309.14180521],[355.83409415 287.9442694 ],[359.33756304 268.64895238],[321.87538612 333.76775298],[317.42932809 299.29495291],[316.97846116 275.58168765],[314.60057715 256.05956406],[301.16601758 340.36657497],[295.39579683 315.7336411 ],[295.81053589 300.88746165],[294.13438974 288.17672689],[285.22914332 354.17128231],[285.3746356  339.94677456],[291.37493447 352.61872829],[293.63103685 364.38981947]
[307.29413921 405.18326931],[335.82436278 398.44834401],[344.16600739 377.86209782],[332.38426646 365.40555601],[317.55303125 359.72178901],[339.07049259 335.43605786],[344.4633001 306.8454501],[350.54663783 284.7595867 ],[353.6133771  264.44647234],[315.98177917 334.04550751],[309.49713081 299.52471806],[309.112531   274.56209694],[305.32527294 252.68923267],[294.70099655 341.02380906],[288.20180614 317.93265676],[289.40118227 309.02131798],[287.42411439 299.60464739],[278.34485502 353.63952157],[278.10865447 338.67675904],[283.73701387 350.93096115],[284.87083247 361.32001729]
[305.6476911  400.74049383],[335.31192203 393.74183002],[342.64373522 373.569491  ],[329.88597348 361.15873962],[313.78146847 354.85089863],[333.55939479 332.32867426],[340.86265181 304.01048751],[347.18895749 282.58144168],[351.70186472 263.61035622],[311.41015519 330.52838846],[306.40331617 295.07788139],[306.72568804 271.37706423],[304.70372727 251.18365727],[290.65848267 337.48702325],[287.52344559 310.33018019],[288.16152065 296.71475954],[285.61950383 284.81183465],[274.94522558 350.18981018],[278.16901353 333.48000639],[284.73701888 347.15396363],[286.3210046  360.11923828]
[304.29981137 398.16482209],[331.00010229 390.55617173],[338.05094902 369.46741243],[324.48431254 353.9289848 ],[305.27691015 345.65154503],[330.0280242 328.4189074],[338.0228543  300.30068604],[343.64866584 279.99142008],[347.61639018 261.70913648],[307.76819863 326.41883598],[304.66193901 292.99131393],[306.02499759 270.47181969],[304.35547971 252.17713828],[286.60478655 333.20066537],[281.34695377 306.78632103],[279.42179701 285.58345002],[275.00492192 266.79638434],[271.03143302 347.87421958],[273.72422471 333.6297511 ],[281.39613329 349.988746  ],[283.95490006 364.09820189]
[298.71023719 398.51822863],[328.582691   390.28453826],[335.46320626 368.61585856],[317.85478242 356.46982692],[297.69179733 350.76775956],[325.85828814 327.25787154],[332.33982222 299.42715501],[337.51845786 279.88605313],[340.22452937 261.79665148],[302.12540571 326.38782597],[297.47373512 290.95083047],[296.98980432 269.96265749],[292.68317506 252.57808561],[280.77544293 334.07218259],[274.41075233 306.20615244],[271.48886985 287.70156389],[265.0793228  270.03527605],[264.35083001 350.12509205],[266.26219166 334.91408757],[273.88198423 350.0077387 ],[274.93903341 363.30915592]
[288.86097698 400.85742203],[321.49729511 387.85112589],[326.66029819 366.61538684],[309.10908233 354.60445755],[286.22428855 350.35227048],[313.77623621 326.68554517],[320.20078847 297.6304108 ],[326.87107545 276.68439557],[331.29373298 258.59634799],[291.04066485 326.00005742],[290.39350377 290.87813418],[292.86837439 268.26197336],[291.66227846 248.84086508],[268.9661689  334.05163016],[263.61411308 305.54765267],[261.44173054 285.61907033],[256.81723435 266.77369395],[253.60425009 350.37526787],[256.70237184 337.14114767],[264.55695191 351.49626289],[267.86121834 362.68251669]
[271.14272292 400.84832645],[301.50761607 389.36224125],[306.23367927 367.59459046],[291.33907606 355.13008657],[272.04729595 348.86849733],[297.36390263 328.85886318],[306.70140343 299.48241058],[313.15847317 277.37985251],[317.16757103 258.0305993 ],[275.20542125 327.91968476],[274.14731487 291.68720195],[275.3100959  267.57895514],[273.65182282 246.7629549 ],[253.76711719 335.19780809],[247.64200894 306.70426534],[245.7092575  286.00287422],[240.13277405 267.24019563],[238.576521   350.19658098],[240.93106048 335.37119883],[249.79882232 348.48332376],[253.60460477 359.63736156]
[254.15397139 404.81648305],[282.54645002 390.79147653],[284.40949433 367.73190464],[268.49725989 353.07751414],[245.60754247 347.14920967],[275.65189009 331.84779366],[284.87174846 302.24977713],[291.21255437 281.59127161],[294.71423737 263.43616492],[254.43555659 331.16269197],[252.6861327  294.05544746],[254.8286836  270.80385672],[253.06307098 249.97326248],[233.79348234 339.30270035],[226.21198387 309.45134914],[222.26221431 289.54222591],[215.90853555 271.72752003],[220.35200414 354.40272064],[220.8312892  338.92990769],[227.85350344 353.89058257],[231.45008689 366.73306999]
[233.70109008 405.93627019],[262.41136914 393.68019504],[261.83896749 369.0767579 ],[245.16920429 353.74659896],[223.93986499 345.47979194],[257.95647324 334.31622969],[266.18753242 307.2443593 ],[272.05592797 286.19931348],[275.61229508 264.81368832],[235.45497011 334.89356697],[230.34898138 301.53328336],[229.10513373 277.33569529],[226.17823122 255.02174492],[213.36664759 342.74390233],[206.37874849 314.29267278],[199.90896256 292.23959312],[192.54826552 272.63411398],[199.19049161 357.45999603],[200.12544492 341.06530977],[205.79088303 355.80046326],[207.62470796 368.65976545]
[214.70891916 405.27337652],[241.85303938 395.27869278],[241.67545707 373.02656279],[221.5951972 359.5189533],[198.29077589 354.56865247],[237.25097603 335.31131383],[244.01506669 306.34646036],[248.52756305 285.16002316],[249.6684721  264.61047936],[215.26175231 335.81100779],[208.83289498 300.21788456],[206.29705713 277.47530638],[201.37679057 256.44068173],[193.94596113 343.97584196],[184.54416623 315.40806453],[178.45721872 295.62355247],[170.39467771 277.43343851],[180.71782489 358.27283824],[181.10443519 344.06929184],[187.39688646 362.02493994],[188.54706943 377.81594551]
[187.87443252 410.165732  ],[214.64126571 400.60952049],[214.92022159 378.81891584],[196.62184073 364.77803913],[175.67542031 356.00445809],[212.32432005 338.75847467],[220.34221407 311.52131135],[225.99992437 291.26001815],[228.04032096 271.5270984 ],[190.5334896  338.77200795],[184.14273187 305.23660675],[182.15727734 282.51085365],[177.99117614 262.31377703],[169.48444054 346.65929181],[160.10519787 320.90777837],[152.62033578 302.47063335],[143.22494667 285.62418858],[156.001364  360.3400293],[155.94357712 348.04872886],[161.52137139 365.02717941],[162.03539756 379.08130978]
[173.23832806 414.18470109],[200.64667882 402.22921452],[202.91978787 379.54651449],[186.79749541 363.86045011],[167.63543123 355.38494417],[196.56993399 340.72570503],[205.29587399 312.17066942],[212.01734698 292.42486694],[215.49524044 273.92443016],[175.23459037 341.54856188],[172.09060191 308.38035738],[172.35692575 286.22463803],[168.71998822 265.68099876],[154.29647793 349.58732399],[143.09852066 322.4555882 ],[136.64642201 304.20327156],[127.12127485 286.98438915],[140.62408494 364.13293795],[139.81601218 348.13102508],[146.94465763 361.32418006],[148.37722654 371.70077521]
[158.4576326  419.25479838],[180.6368233  413.81743826],[180.27893358 391.09600646],[165.08754556 374.6471185 ],[146.34210371 368.23711032],[184.37842855 349.85264285],[193.30541846 322.70502092],[200.501324  301.8654975],[206.15288035 280.91307275],[163.32464166 347.22960852],[156.44007134 314.35163946],[151.16608913 294.35140039],[147.24532398 277.79134791],[141.99971385 352.68943042],[130.48703966 329.14406367],[122.83159116 317.68638072],[115.78225826 303.85587936],[128.84169847 365.80230396],[128.39538033 351.21235503],[130.43456321 361.883565  ],[130.03470915 369.55123155]
[153.11521331 416.44033196],[181.95604028 407.22262339],[180.65587695 387.15611601],[162.11458815 371.50553041],[138.9541323  362.24834766],[182.35857792 345.46027667],[190.42934012 314.81777515],[198.56940058 294.49439021],[202.90925133 275.66766345],[160.32800649 343.89696562],[154.62869341 310.72080778],[153.03503143 289.28661472],[151.31557572 272.48934719],[138.57089061 350.25295537],[129.85121411 327.4872196 ],[124.50916416 312.72461559],[118.20428185 296.74458973],[124.12648525 365.71619882],[125.33651181 352.54999041],[126.57211776 365.6661218 ],[123.46336357 376.53157342]
[154.50504981 410.10707402],[186.19264405 402.28878432],[185.02847175 381.84724345],[167.28784013 366.60569612],[145.56336559 356.41682218],[187.46462214 339.63312338],[198.59116757 308.20674646],[206.29934863 287.73513099],[209.44918103 270.01593431],[165.23835803 337.61719435],[163.56265487 299.3212843 ],[164.91766554 275.15106785],[163.73272715 253.97075463],[141.15808422 343.91320296],[129.95450979 313.15059787],[124.37660626 293.09764565],[117.39969104 273.75656663],[124.82913117 359.21215973],[125.58330967 340.82634995],[129.8216628  352.59466954],[127.27593627 362.96567374]
[162.91124012 403.80151305],[195.43634374 393.79134277],[196.33910886 372.08116675],[180.71518756 357.30283415],[159.604902  345.4454223],[193.10320033 329.28263301],[207.62043141 297.62757953],[216.91554643 275.90181174],[221.23484202 257.59174791],[169.56778613 327.85069706],[171.96073546 290.40949228],[174.94307032 264.87986086],[173.13402655 243.91205763],[147.00519961 334.4650416 ],[138.70815302 304.73627221],[132.60636526 279.74014068],[123.60222246 258.23280654],[132.26087872 349.93579516],[132.82284229 331.89303478],[138.57270321 344.80360922],[137.60491638 356.73217802]
[180.02500841 390.79291405],[213.25748635 377.55452391],[215.0220212  351.63025832],[198.62691535 331.75774883],[177.98423792 318.51148029],[213.2556106  310.99896406],[226.05939184 279.33923257],[233.1389346  257.14959719],[238.91838753 236.76422526],[189.56602749 311.0976077 ],[191.3386974  271.82938238],[192.21140791 244.14241265],[190.78856575 220.94294217],[165.72457965 318.29182243],[158.57572371 285.65213679],[156.63315616 261.94357444],[152.12901673 242.49799677],[148.54881335 332.70096281],[150.04536013 314.1782671 ],[156.56667951 327.63066043],[157.63856885 341.41619817]
[196.29407823 373.47779626],[229.52249736 367.32022849],[238.98139684 342.30554582],[223.8373945 322.273072 ],[202.43647076 309.21090089],[236.17231249 300.49647141],[250.77986738 269.89263385],[259.94690607 246.55158477],[265.55278306 224.15941241],[210.96692182 298.54305517],[208.08556323 255.11571394],[208.20239898 222.02366358],[206.76154364 194.47617312],[185.91890091 306.30655802],[185.92525631 279.81600888],[190.73086702 286.71339843],[189.48221643 289.46387365],[166.46328056 318.21921404],[172.28834531 299.68605676],[177.03933161 313.71434165],[176.92254062 325.71474091]
[219.19200088 365.68102702],[255.9947932  361.96426439],[265.95683867 342.23276652],[249.65591698 324.37868998],[224.53706696 315.09111702],[261.31389502 296.24948603],[272.76482015 264.84190666],[282.24664893 241.01483295],[288.81770225 219.54348786],[233.99723974 292.93317295],[234.89063184 243.88189627],[234.75272584 212.10360871],[230.59745652 187.27089257],[207.61548093 298.80276598],[208.34217289 264.05493776],[212.05866221 251.34510855],[211.7137829  238.97109973],[186.82471852 309.52580924],[196.19428333 289.36011599],[201.29254934 303.2428215 ],[201.00705635 315.49116275]
[238.84543682 363.55860649],[276.28063759 357.65673493],[286.05062277 331.93645047],[267.72944776 311.81649442],[242.07763494 301.45419188],[279.99559055 290.58081558],[295.9698609  256.91182364],[304.45169547 231.79464707],[310.6943105  208.78233214],[253.16552679 285.73357841],[254.8624581  240.90048949],[255.71938923 210.55384443],[252.39942653 187.71368464],[228.44124905 290.13142385],[224.58356265 257.09934341],[227.21876292 238.02245594],[225.83506571 222.03582762],[208.60620441 300.93031251],[215.30440829 282.33766587],[224.66944268 295.80213225],[227.33901854 311.20521573]
[267.02366255 360.86617062],[308.78729756 352.62311283],[316.59861428 324.85898652],[300.21890456 303.16990007],[281.72031929 289.85273075],[310.74802449 287.1502651 ],[327.0332998 250.5780391],[336.27870036 226.96661282],[342.34984474 206.36326754],[283.55132552 283.75727381],[286.2296566  242.04000768],[286.54829355 212.13212644],[283.03300316 186.99864388],[257.34011734 288.43443126],[261.53529755 269.04280309],[269.62627494 274.358833  ],[269.4601548 275.4880371],[236.8131383  298.65065533],[247.5303145 286.7832746],[258.05824847 303.10025757],[261.7961084  319.00948486]
[290.95459366 364.21681902],[327.69348129 353.18709568],[335.20331196 326.0818731 ],[316.07665898 305.33975179],[295.4389618  290.22004018],[331.93194426 281.76379052],[347.61816998 246.02882724],[359.73101895 220.53098739],[369.14543057 197.88630023],[309.27462631 276.51630702],[311.5155111  231.15373436],[314.24752473 202.24790551],[313.90771736 174.54817113],[284.94390998 280.86373371],[284.32609757 246.8613294 ],[290.05294287 232.11266686],[290.12592075 216.09049932],[263.9713725  293.18217846],[273.75705102 275.20373929],[282.99717385 292.92586684],[284.67148595 308.12631934]
[303.86005497 360.74292268],[348.78536531 352.03666598],[360.89550768 327.41338982],[341.38988688 307.60441557],[318.35215154 297.43740827],[354.32230822 275.65331126],[367.87576105 239.10576039],[378.75818078 210.96587313],[387.74536824 185.33432303],[326.8911209  270.39558396],[329.86702931 224.82953748],[332.28423907 193.94018103],[332.23834928 165.40911125],[298.74588833 274.74691017],[299.80874449 238.37710732],[306.87535814 214.39478405],[309.02338412 190.41981024],[275.59848563 289.98904558],[287.36650602 273.3018112 ],[296.13566563 293.05951938],[297.36148158 308.94072724]
[304.71854074 371.54943069],[352.71562232 357.5103411 ],[369.72525866 323.45151094],[348.92283046 297.65614843],[315.56886413 282.09248304],[372.37992796 272.52500682],[391.7761445  238.44462053],[402.92177612 207.84287287],[414.87446345 177.6070515 ],[343.20489929 265.79484387],[351.8419271  218.77663606],[357.0150011  185.07087292],[362.32946652 154.30432243],[312.25540126 268.98662923],[312.36947491 224.93952441],[316.93740614 192.10573506],[321.16296192 161.30394592],[282.49325388 282.161527  ],[287.30846468 255.44916011],[292.53619457 263.59896375],[294.46270326 266.30143751]
