[271.47813946 365.71398752],[308.88148984 348.61427143],[312.80307777 325.39998193],[304.46010668 305.18657914],[291.10669805 283.56650023],[326.1189805  293.60286246],[348.75213198 254.91769903],[364.99189828 231.46462072],[377.71386174 218.62595253],[300.4104968  288.95345262],[305.80770097 258.15655918],[302.81545161 269.42413797],[300.31648471 286.88188923],[273.06157017 289.0714625 ],[277.73984271 259.34619726],[278.14008021 272.21249222],[279.76947614 290.10276349],[249.7979893 291.1428502],[241.86501907 261.20176497],[233.91238987 241.827192  ],[227.7855201  226.94884222]
[243.72343594 335.90654935],[261.79375954 303.64617502],[244.45245172 264.5493061 ],[222.57628938 246.8071576 ],[202.01751461 240.19972756],[229.95721035 229.47496236],[221.92489594 184.72476892],[211.90012145 160.84527036],[200.42835676 139.32611138],[207.90355661 240.38108751],[188.46822907 208.96303494],[206.3904262  226.33668671],[220.28140028 239.06200451],[187.50696886 257.14219577],[163.42890036 233.59554529],[182.52100214 254.95800465],[200.97218493 270.91837334],[170.61265751 275.80161678],[131.44668347 263.72280003],[114.13978155 258.92465577],[ 99.25208264 249.72112728]
[235.87721102 317.09271438],[256.49196225 289.08723193],[239.78584962 256.47097631],[213.42762363 240.92123987],[178.29088   236.8904519],[219.48322997 219.57921684],[206.34398701 183.39851599],[195.91223591 161.7244762 ],[184.15839373 145.86913589],[199.44751258 234.47078968],[187.60064878 212.48421041],[209.8039564  230.65746537],[218.94045447 240.51619771],[181.51872642 254.61440507],[166.3626868  232.29869161],[187.66856606 249.20648966],[201.04494133 261.04353218],[167.23025795 276.10184904],[135.24738841 259.76270477],[121.43328961 254.78903485],[107.27099929 245.80475322]
[243.61350195 318.67626289],[257.44092461 283.1892716 ],[239.25173209 247.15491084],[213.92658191 227.82366183],[190.25108644 221.97069632],[217.16048629 218.54246031],[200.15454313 183.41401145],[188.14932555 162.85991775],[175.83715097 144.63433647],[198.5865075 234.0090749],[183.16542975 214.7749618 ],[209.20746098 233.30029314],[224.00978352 242.74337631],[183.01361857 254.27968318],[164.07635948 236.91375692],[188.00049057 255.81637974],[206.10847525 266.57760877],[170.0689471  275.30178452],[132.94924949 265.62204348],[116.92695471 263.8051914 ],[102.026986   254.66775096]
[244.60909082 326.73319726],[252.29476094 277.95103872],[233.82029452 236.55654462],[218.72833207 210.27933539],[203.02906791 191.9196177 ],[211.34258655 223.27901326],[190.77548677 185.27072153],[178.36382648 162.83690772],[164.14552773 142.04642072],[195.12061489 242.45912434],[180.51495846 226.55677415],[209.72556013 244.83009968],[225.14882306 254.53397572],[183.14744423 264.03123399],[166.02565046 249.88494406],[193.04312917 265.03488407],[211.27980836 271.19387273],[174.76338451 284.82148092],[140.88813654 276.07230704],[121.00956899 269.62983829],[100.06120706 255.74216277]
[251.11647548 345.55839309],[275.67131653 314.36389582],[257.9193465  280.64677519],[227.49748586 269.8624759 ],[190.44819696 274.71408194],[235.06675889 239.98694923],[214.74982723 201.25962605],[203.09922225 181.94069255],[193.09165406 172.57263784],[208.5891856  258.30183294],[189.44216294 238.31972995],[216.05447327 259.29000887],[234.35086022 274.17073901],[186.41884867 281.35252877],[169.73005382 258.31415288],[194.96711587 279.57764762],[213.69233783 297.09306322],[171.11462775 304.1338981 ],[141.3950792  282.39744624],[127.79119229 275.9457188 ],[114.30667285 268.08147792]
[250.56750687 374.25327584],[272.84293782 343.00090172],[261.33544176 312.59579934],[237.65462912 299.30068202],[205.42805835 297.37894477],[247.08362491 271.262515  ],[234.77404534 226.29972216],[223.77347891 202.09501857],[215.69982447 184.75934544],[223.74506353 285.54867613],[213.99935207 264.86417001],[226.6242379  285.61802498],[235.21146332 297.79329517],[200.69641448 303.97500731],[189.19807973 284.30864162],[204.72009249 305.07361814],[217.04747169 316.22192045],[182.90360675 321.41835462],[152.99111218 299.55157455],[135.29349254 286.8382982 ],[119.45761578 270.20046836]
[252.43971497 388.33480115],[277.53932487 360.19231595],[271.72110192 329.07214183],[252.94023943 310.42935506],[222.33568438 300.00522912],[258.63598975 289.91201114],[251.45006736 242.69999483],[244.89526903 219.27436444],[241.78795043 205.67782175],[234.92369934 301.4042886 ],[224.13390478 275.37428139],[234.14770921 299.97316891],[244.23366287 316.83267796],[210.31211    315.96239888],[200.15487754 291.99717268],[212.97925899 314.63121824],[225.67542285 330.50549062],[190.80484747 328.70647121],[163.73471084 303.97508239],[146.9748131  290.71311267],[134.38944505 276.98788782]
[254.78992484 393.60497175],[289.52726726 372.22792084],[290.80489962 342.39197387],[278.30089429 317.0682371 ],[254.63644934 299.11331814],[278.62569467 300.65221528],[280.31546141 255.82255468],[279.55852677 231.65196248],[279.30260214 215.25043003],[251.65081905 306.79354046],[246.6298743  277.14646635],[250.53411348 299.46041898],[254.81015501 319.10717084],[225.76002084 316.56560833],[222.1060556  284.71715636],[228.84848701 303.20680363],[236.36851931 321.01979284],[205.31298483 325.74203581],[187.47490646 295.28986918],[174.5775252  279.43930069],[165.69609543 264.33445075]
[261.93477765 384.97398888],[297.98119416 366.57031241],[302.67441843 336.14805076],[296.90437996 309.70665344],[279.03709448 290.88448641],[293.84985171 299.67000335],[298.8110414 254.962931 ],[300.05074157 229.31555942],[300.72854835 211.40404771],[267.61745045 304.87619858],[266.51019444 272.10255128],[269.53715048 294.74851986],[273.1806796  314.12001262],[241.62497712 311.07704938],[241.07418665 275.90297229],[246.3595161 293.2922149],[252.74257402 309.94513829],[220.47948228 316.51790645],[206.77317529 284.50854019],[197.8648968  267.69329006],[191.69910777 252.45301524]
[269.7439912  379.62074635],[303.54173532 360.89791347],[306.48665946 328.35859501],[297.09517793 301.72976631],[279.65193344 281.64486088],[306.26649613 295.33486335],[312.4599053  251.98658993],[316.40357598 227.14868191],[318.08457218 210.39789436],[279.03517695 300.30535385],[278.9263284  269.17852574],[284.18323632 287.49122057],[286.46555904 305.1840141 ],[252.36128643 305.87497658],[253.33759886 274.53281109],[260.61073083 292.48138367],[265.46501946 310.49068477],[230.78399175 312.03785295],[219.8172459  280.26999837],[211.64016679 263.520529  ],[204.22815225 248.75856705]
[269.92593229 367.87952513],[303.07896843 355.95344626],[309.21315781 324.9567382 ],[301.05476436 299.08613705],[284.26801724 281.13219431],[308.96341524 292.1494559 ],[316.66685969 250.2367781 ],[322.6710471  225.10112581],[325.86854461 207.05823949],[281.92075748 293.85478296],[283.83615841 264.68441495],[286.78522502 285.52245535],[287.05837793 302.5015288 ],[256.20005359 297.18262639],[258.98456916 267.02132412],[265.49266601 285.03438288],[269.80339813 300.80364088],[234.88386132 300.87977399],[228.64654365 270.76458458],[222.11820899 255.4545472 ],[215.37240605 241.4067003 ]
[267.7984774 363.192483 ],[301.934613   349.45412833],[306.91295776 319.25362917],[300.15330393 293.39296566],[285.98829713 273.96807026],[308.22647703 288.20024854],[315.70216079 245.73849576],[321.1758633  221.11215876],[323.48352899 204.16927939],[280.92323563 290.06159306],[283.38969272 258.97179904],[286.30312351 278.12631813],[286.39210417 296.97051144],[255.12035119 293.28530247],[259.57562663 261.29083487],[265.71000581 278.4718596 ],[269.34484074 295.8578387 ],[234.08369019 297.41899389],[227.80173534 266.92187335],[221.28740179 251.67082212],[215.18960709 239.36628139]
[262.17238093 357.81047624],[293.07575341 346.7838742 ],[298.07899908 318.29648545],[288.71794198 292.08428195],[272.53890705 272.83676607],[305.51578776 286.72852686],[316.04288896 247.63425143],[323.33929041 222.96913292],[326.92292629 205.4854045 ],[278.80961772 286.76097094],[279.76935563 257.94968219],[279.46349603 275.42249331],[278.3420975  291.13158732],[253.44594314 288.12674968],[255.67666413 259.02433236],[259.37731589 275.73683453],[262.39947626 291.58007346],[232.13056046 289.13701279],[227.38463344 259.60518248],[221.52301933 244.76356436],[216.42758277 231.97134963]
[258.45171398 349.36132562],[289.17271792 335.36880827],[292.54574554 307.29144327],[282.33081242 280.86320565],[264.48857081 261.18219447],[304.45018236 282.44858709],[315.73562738 242.75089716],[324.81889687 218.26172214],[330.86264736 199.75330185],[278.3972172  281.66413947],[280.98827507 250.86747233],[280.75147169 268.27503356],[279.47225285 283.18207573],[251.81399608 281.1569694 ],[255.81339105 249.37904734],[258.3714765  265.01261837],[260.67788228 280.93747121],[230.52713485 282.58426751],[226.97099083 250.43413833],[222.88528755 234.98464719],[219.45704365 222.47891109]
[255.23301413 339.74962144],[287.9721351  328.99738632],[291.79918585 305.23351073],[284.81755867 281.05117498],[268.79191562 259.52707037],[297.86940788 272.82272762],[312.80318568 233.97802478],[319.49179754 209.58729894],[322.66177262 191.7715335 ],[273.40617536 271.65738283],[275.23082919 242.10649026],[275.24017635 259.65349807],[275.74557072 275.90288541],[247.40404277 271.35947752],[250.19951278 239.92509749],[250.00533415 254.11392888],[250.21476194 269.32741648],[225.84374466 272.46541686],[222.40423522 235.28225173],[217.49794757 213.00817019],[213.13014596 194.50968107]
[251.76848547 327.20787667],[281.41572365 315.13604831],[283.19036919 293.26494203],[272.26805962 270.60419193],[252.51925102 255.20038705],[293.11430166 264.25832947],[308.73121688 228.76043901],[318.21311973 203.82317243],[324.25257073 186.25274058],[269.96173367 260.37959183],[271.63393056 237.775125  ],[268.28672922 254.8478124 ],[265.95986967 269.34701131],[245.20993449 259.44645511],[248.12872299 233.72131445],[246.5313994  249.65989041],[245.82433153 265.62939317],[224.02672792 261.46228661],[223.22871035 227.86880701],[220.03237659 207.20175895],[216.70300151 190.5015154 ]
[248.34948284 318.49465449],[282.32395348 307.73954258],[288.52898586 286.19941587],[284.58360715 266.93272158],[272.36842559 247.27649844],[281.68278141 259.5457515 ],[294.13748545 221.53536499],[301.11771163 196.49696959],[306.25301942 178.11605845],[259.84192286 254.32001721],[265.28045829 239.93750093],[268.03133121 261.49946426],[268.93602729 276.94351003],[240.13818958 251.19703101],[248.05784655 227.98455273],[245.85948852 235.23204068],[243.91653611 242.36543031],[221.94561063 251.60829022],[220.152604   221.74675136],[215.34144416 204.62950501],[211.10524682 192.03849653]
[254.48970998 310.77310437],[287.23262886 297.73450208],[291.40072748 275.25713253],[283.50542279 253.90585282],[272.31336501 235.21334098],[287.5472551  254.95708335],[301.5159964  215.79242104],[308.5411307  192.29869239],[313.3399649  175.42115332],[265.56179489 250.06319649],[267.14327862 223.08624672],[269.19750671 242.47929262],[270.55908916 258.39078088],[245.13678204 249.45813309],[249.62993552 221.791192  ],[252.63262177 235.78543485],[254.2252074  249.30513106],[228.03562451 251.11406984],[226.57135728 222.04333102],[223.95918926 209.21395068],[218.84963024 201.01811912]
[263.33254313 307.71834997],[281.85791456 292.26389832],[286.97689386 274.98765025],[284.00815258 250.39947768],[276.71569758 228.60062111],[293.70093314 260.11952837],[302.36065708 218.92060882],[310.10601197 196.49196292],[317.58133483 178.78431258],[279.96163512 255.23637041],[281.41426771 220.80491045],[272.14920788 229.48597288],[265.35677869 239.4388269 ],[264.54632297 251.03029714],[269.62283683 215.29192738],[266.8170679  219.63058775],[263.59033901 226.96689806],[250.4582653  246.69702161],[252.74996999 214.19295296],[251.93713282 203.09059073],[249.55074285 198.64667048]
[267.4754442  294.64290986],[245.85397992 265.71968753],[248.97686664 243.88356642],[261.6782499  226.43872254],[273.65537884 210.50206892],[252.55027525 244.21452523],[245.88893995 196.17661294],[238.46130998 177.9073605 ],[235.10748614 163.42399268],[274.68314624 244.57117664],[275.62367509 204.94440885],[272.53036873 226.58958714],[275.16863259 245.41106789],[294.90215547 242.90455941],[296.48812656 204.81322974],[285.23026888 224.56359815],[282.07218754 243.3904445 ],[312.3463093  239.45456365],[330.08727805 205.42257537],[333.81092602 189.04445937],[337.57129997 175.03509786]
[276.68575727 290.21039443],[303.06462066 279.43020411],[314.94101941 259.76488674],[315.45166969 236.37582134],[311.53258103 213.46184448],[315.92273795 233.87156742],[334.62638528 196.12753461],[345.91550669 178.73588027],[353.82391414 166.75436159],[295.12613643 226.78571975],[299.91337318 197.10141417],[295.21193186 213.71523184],[289.96792585 231.54751226],[275.35899549 224.43511426],[281.03652004 192.43977293],[278.02664369 203.16737872],[274.21689974 217.6408938 ],[259.6130912  223.55564034],[258.27148231 193.45949528],[255.3591545  181.23865487],[252.80600917 175.51246962]
[284.41308336 282.85994193],[312.45463108 272.95005727],[325.34229799 254.5324027 ],[328.31928156 233.39693757],[325.62937266 210.0241057 ],[329.19091349 226.88640764],[348.85819912 194.13157748],[361.19837745 174.08769896],[368.65429742 159.96260368],[307.43874944 221.49833852],[314.47140296 192.7888102 ],[308.32159013 206.49328389],[302.3785533  224.80304027],[285.75682103 218.92061567],[294.45930785 189.23932573],[293.43761336 199.49613098],[291.87982437 215.51911027],[267.44539187 217.71028804],[269.54410504 188.84565826],[270.18187825 174.37465255],[270.56419384 166.95120275]
[288.27953341 273.96295112],[318.96466819 262.79446965],[330.33276019 244.7242374 ],[330.98166807 223.64671657],[324.35815319 201.02849253],[335.61753067 219.32714832],[354.55197117 184.18344308],[366.62554637 163.65578583],[373.63647851 150.31611706],[314.22412141 212.91045567],[319.79349886 183.28653989],[315.50638693 198.42083114],[309.7618692  215.57045693],[293.30571416 209.13097395],[300.06239099 181.14818219],[297.78416153 195.85785939],[293.69766934 212.85864907],[275.66878021 207.08927195],[280.27710437 176.89701753],[281.90325777 161.34964825],[281.56885883 150.73132541]
[292.03831953 266.38060385],[324.3387614  256.18160818],[336.44436476 235.53904215],[340.78013449 212.08690938],[339.07949398 188.32641292],[340.41040531 210.45639323],[362.87757562 178.29869889],[374.60659296 158.27803354],[379.80106348 145.85882535],[318.77222685 204.06347319],[329.10358567 175.54893234],[326.71308644 191.30557337],[322.45277558 210.14406478],[298.00578659 199.12727458],[310.1565834  171.84651437],[311.3719685  188.05425869],[309.41454227 207.73802711],[280.53006807 197.14432829],[287.32095275 167.19005913],[291.07921643 151.58772228],[292.5587261  141.27192978]
[299.38854693 254.37023911],[334.17967499 242.03255875],[347.26982512 218.72808645],[351.04855406 193.83769225],[347.32307797 170.92949713],[352.00873204 195.64176974],[372.93237934 161.87559056],[387.63848669 141.74248048],[396.77073193 125.48013578],[330.28238866 190.24489302],[341.96752389 159.60336103],[339.94170838 175.56321612],[333.65715571 194.91093306],[309.43439405 187.58624374],[321.4564569 157.8100377],[322.2666607  176.04234444],[317.99316057 196.91865721],[291.62598077 186.34477744],[297.56007899 152.79260797],[299.71172385 135.83682231],[298.43056153 123.99184802]
[302.53348103 249.51196606],[339.73925601 241.19447824],[352.79062302 221.16090906],[354.06892091 196.16037215],[347.44095096 171.94552964],[355.96167639 192.36089042],[375.34173573 154.8220215 ],[389.55331112 132.70189742],[400.25634967 115.78597834],[333.12277287 183.17050629],[344.98381419 152.69056282],[343.20003432 171.92088173],[338.90057711 191.48358058],[312.0981362  178.68428671],[326.16138996 148.39615033],[326.09669059 167.99212541],[323.1351074  188.17210104],[293.57414642 176.61516502],[301.95978753 143.89500988],[307.9054995  129.78302058],[311.6988387  120.64562349]
[309.70961456 246.13422917],[346.00742632 237.93533143],[361.35146412 213.3534729 ],[363.58155389 187.98166822],[357.87483036 163.4262657 ],[367.40547925 182.26769437],[388.69789689 145.49397495],[404.34899543 127.11597769],[414.53135982 115.51247755],[342.41112388 176.85058244],[356.61240537 145.40695023],[354.18921444 163.73707793],[348.50741155 185.10700961],[318.57110429 174.05037056],[333.35903434 141.68821934],[334.85527291 158.03763486],[332.03179809 177.99611302],[299.05278296 172.55456313],[305.26269653 138.55732933],[308.13837176 122.26703842],[308.56465528 112.07213453]
[313.29197845 242.70538203],[350.32568697 238.30965216],[364.10518691 215.59416466],[365.30347972 189.56046871],[357.53906487 163.74290396],[375.40298026 180.07191426],[396.6451376  144.01944603],[412.50985479 124.57242263],[422.38232917 110.13004989],[350.83374708 171.36457006],[365.98802509 144.37793466],[360.45421556 163.1111025 ],[352.68561858 183.58829267],[327.20652579 167.6265124 ],[341.90676641 139.96790662],[339.32075675 160.5415664 ],[334.31685282 182.85604725],[307.00925344 166.57744566],[314.06522635 132.65535802],[317.73217353 116.05982138],[319.74911599 104.26975604]
