[281.51518656 401.06510911],[314.67126675 397.42489819],[336.72523699 371.80915931],[331.15435075 344.61764408],[312.02731023 335.0144927 ],[338.98298481 322.01210737],[363.60101112 299.7546236 ],[381.67490789 280.10792586],[398.81577773 261.11556553],[313.36748014 309.95369087],[324.33763636 270.91992188],[334.59848353 242.83860454],[341.20054654 217.13356165],[286.83102354 310.63611251],[290.20239415 276.21738277],[295.46301595 247.66357051],[299.16391976 221.82132922],[259.25670966 321.33103014],[252.17266245 288.51848551],[246.43082881 270.62695633],[239.44960783 254.09025224]
[285.50832262 264.10034013],[299.97834659 232.50366248],[294.57433423 202.23624224],[275.77057709 189.76388726],[259.60620884 193.51222465],[246.64413339 185.79080935],[223.55373549 160.92755952],[205.25495165 146.20927356],[190.88566867 134.00885967],[227.07588356 203.07304417],[192.62702992 180.66141422],[169.77198286 165.89711273],[152.63844018 155.32347266],[215.04508077 222.56413582],[181.57271543 209.50953436],[155.2432782  200.54129842],[135.86379336 192.34536283],[212.54342456 245.11855588],[184.49150688 244.60380117],[166.62010386 245.8678946 ],[150.08672639 243.51112209]
[283.34766374 268.16222156],[299.44935998 233.19152693],[296.81477798 200.98940505],[280.28393298 187.36556403],[261.56593088 191.38640918],[246.32610813 186.21801541],[226.41630108 163.11175418],[208.05344126 147.07016126],[193.10785522 131.80928827],[227.65493    205.00261199],[197.19935686 181.46052901],[175.09636812 163.97140925],[158.1827239  150.30566997],[216.05587663 225.00913294],[185.10966873 210.75086524],[160.06240211 198.40647651],[140.72157949 187.48582103],[213.26762659 248.28874109],[185.86951844 246.33820321],[168.3452203  245.51936126],[150.92611458 241.20624389]
[285.40389179 269.82767108],[303.19052836 238.39663545],[301.81909974 205.03989295],[285.05782721 191.53416955],[267.67351297 196.77072768],[252.83089984 182.97631149],[233.69422548 158.21546734],[218.85719281 140.60676496],[206.60035517 123.14420797],[231.46057414 199.16153231],[199.78914166 172.46431163],[180.82357868 153.87308279],[165.69762127 139.04257729],[217.08212806 218.56014218],[186.72512246 202.00210757],[163.92678547 190.53206964],[145.94543914 179.81647319],[211.58876386 242.42490889],[184.72567344 237.50252363],[168.73846305 235.71373944],[153.26037334 230.66935027]
[285.02320698 284.15353152],[310.64821386 254.20640449],[313.09466421 220.80510707],[299.42195772 199.31345611],[279.2944625  192.84415224],[268.64009468 186.92504503],[256.31572037 157.59613482],[245.97748128 136.66660981],[237.40454671 118.51912763],[243.53696245 198.00881951],[220.83719997 166.19399154],[205.6900112  142.74714953],[192.65514431 125.03961528],[225.26420286 213.92017981],[199.77715818 188.33630618],[181.36607697 169.31301908],[168.30066924 154.46883689],[213.2617001  234.97673251],[188.56327133 219.55463967],[172.27159615 208.03101753],[158.70189866 196.53844136]
[275.23943886 294.20719752],[309.51988547 272.18153817],[318.9152109  240.08070046],[310.11229535 220.08243199],[294.59809669 210.08977957],[281.83989469 198.57722519],[277.12923458 164.43564959],[272.97122084 141.65985112],[269.18905585 121.07325429],[256.26274864 206.11624863],[240.38502202 166.96427212],[229.77200276 141.44727082],[220.3623097  120.65115608],[236.07869496 218.04431457],[217.97841045 186.1502598 ],[205.77260483 163.97295891],[196.69684654 145.83525488],[221.18221167 235.72811736],[201.56370687 211.43212984],[190.80181229 197.75648874],[181.80100308 184.15793535]
[273.21159611 290.7326843 ],[303.49924553 278.76403831],[316.14770349 253.74262269],[306.45935423 230.60961903],[293.65025962 216.84103339],[299.5198378  209.14299687],[305.16306759 173.83671398],[306.16379632 150.5456259 ],[306.63285088 129.78977022],[271.94797419 207.46557366],[270.42851797 167.58531781],[267.81451461 140.8536039 ],[264.52591024 119.59069921],[248.47062792 213.6766411 ],[240.64561041 179.27148896],[233.8985684  155.49181919],[228.89785495 137.65432861],[228.53546623 225.99041287],[216.68749842 196.29574154],[212.04333908 180.89382814],[209.06938756 167.65414451]
[268.71689433 284.91204441],[301.41981584 283.47208567],[317.63605609 267.05171206],[315.22475092 244.56807771],[309.29047344 228.91428023],[312.21142752 223.81148739],[329.73446955 187.8944066 ],[337.25582633 163.63630201],[342.68207897 144.52422862],[285.47150207 214.15608518],[297.83556153 169.74675198],[304.27009892 142.69898525],[307.33353729 125.08094474],[260.78938415 213.20332185],[261.39313776 174.18371863],[262.2259908  150.26894161],[262.85860817 135.83362696],[237.19265332 218.90831912],[229.85070187 184.88421301],[229.45102812 168.94394943],[231.31446741 160.66342365]
[275.74571604 286.20309284],[306.70951062 286.62711629],[327.20240678 270.5869944 ],[323.69446724 247.32596488],[310.97948819 233.75601092],[329.33382472 227.84434075],[351.77410393 199.77939045],[363.93013497 180.55553657],[374.68650608 163.3389362 ],[307.36003276 215.61839362],[324.3189282  181.30104142],[335.16573066 157.8586401 ],[342.98624984 136.54741604],[284.26519017 211.29422681],[291.74816766 178.21151281],[299.19441408 155.34099367],[305.35320301 137.66959104],[259.77346688 214.04166487],[258.77469799 183.49686266],[259.60103777 169.49176879],[261.02514337 159.54192172]
[275.16096162 291.01646092],[308.65215549 291.50960756],[330.28145728 273.65161149],[329.00932829 246.42073687],[314.62687394 229.63143063],[338.83119915 234.29192221],[365.68393688 206.83698271],[381.37500621 189.76781165],[394.52574278 174.75263701],[318.02515015 219.14128792],[340.82107784 186.1894031 ],[355.37831225 164.50706459],[365.46794107 146.36840182],[295.10145983 211.37596729],[308.98920121 179.15950755],[318.6233937  157.48468397],[325.61649073 141.57123029],[271.43733656 211.91585092],[272.72247435 182.83532493],[274.28355031 169.6568653 ],[275.56140571 159.47387019]
[279.94425221 289.76878495],[312.38091747 293.91613533],[332.0196728  280.43348236],[331.22012362 254.82253575],[317.21169102 236.70931657],[343.12401732 242.75422868],[374.48776195 214.21152532],[391.74401395 198.98529472],[405.8049842  186.87918539],[322.47275418 224.63479772],[351.27573019 190.9278521 ],[367.0656283  171.00915636],[377.24521661 154.1050934 ],[300.62790308 215.72373945],[318.85301192 183.46226013],[331.41533716 162.74590137],[341.73277797 146.60549783],[278.21115238 215.95163148],[284.05342841 187.00606751],[285.95160879 173.76906709],[288.13659297 162.59439941]
[280.44352371 290.58381218],[311.90335535 295.97053023],[332.29249432 281.06305786],[332.90448267 256.57140123],[322.32110113 238.35221749],[346.11266257 244.34999413],[378.07759495 218.33203335],[396.20088678 202.71121379],[410.85982124 190.91660874],[326.43132414 226.66098461],[356.12804778 193.77304438],[371.34448862 173.66533804],[381.14253306 156.02885821],[305.2179456  217.52145257],[324.98699778 186.25584013],[337.89133157 165.03876549],[347.68516378 148.8789214 ],[283.31909734 216.25739211],[289.99588089 186.88126837],[291.55984306 170.85539237],[292.23748831 158.02391429]
[281.60117311 295.87177708],[310.0233564  299.61580081],[333.14959815 282.7934267 ],[332.35722325 257.81546937],[317.64648429 241.9164434 ],[348.20129585 245.33595251],[377.71922432 222.34516888],[395.74750394 206.30156123],[410.95302098 191.72897493],[330.22426416 228.62116466],[355.99473344 197.26904111],[371.21405709 177.53806407],[382.10012363 157.72224835],[309.7463732  220.26981921],[327.88043109 189.71256263],[340.47777489 169.89087586],[351.52253032 152.89619028],[287.5524744  218.89459491],[290.57669278 190.48511327],[290.80104971 175.89605721],[292.21164636 162.06923513]
[279.38842888 296.55597492],[309.74830942 302.52184414],[332.43631306 284.17153143],[333.95425987 258.12157335],[321.77602869 242.08994462],[343.00450832 245.77392894],[375.73644111 220.79581682],[394.18867264 205.08939531],[409.01365789 192.84405727],[324.29245976 227.96502712],[354.58592512 196.00154804],[370.57241852 176.04221472],[379.82141366 159.05046851],[303.25617601 219.34506555],[322.42195902 187.60148537],[333.88820631 165.06342782],[341.7587953  148.78892529],[280.80153246 218.0449585 ],[283.8129838  189.41175766],[283.5652371  173.69551663],[283.36858458 160.96948519]
[271.75735962 296.98132434],[303.25207781 298.08930686],[326.19634048 281.86274967],[326.85697341 258.49685969],[316.00537369 241.73958712],[335.2427254  243.12269407],[363.44996854 216.52703804],[379.83436806 199.32761406],[394.61052759 183.05156893],[315.46907615 229.25994446],[338.28260732 194.91132502],[350.39118162 174.38771694],[360.24054496 153.68672677],[294.74329216 222.71132051],[308.24782211 190.87741706],[317.05979422 169.82337735],[324.50658086 152.33199838],[272.52554336 222.29857758],[272.92965791 193.13079117],[272.87498335 179.41982836],[272.63208117 168.05060022]
[269.83085033 294.61219912],[303.4735721  293.39161241],[319.2952267  278.79738939],[313.53199614 255.38221631],[300.94879734 236.83772333],[326.50339742 238.91240122],[352.38055734 210.53674558],[367.36796422 191.25052596],[380.47645302 173.84803564],[303.92878086 226.9138481 ],[325.57652894 193.6566581 ],[338.64466242 170.79484187],[347.55812837 150.47686189],[280.25061672 222.22501384],[290.32773274 191.65592904],[299.16452926 169.25526674],[305.88457049 152.6325268 ],[257.52880332 225.21868724],[261.46387384 197.92372726],[263.64084916 187.93646037],[264.6488984  182.56215557]
[258.22403403 300.29375597],[295.98209203 291.67661679],[310.28729656 270.02998886],[302.97098842 244.18695249],[291.84523337 227.55354312],[302.85978916 231.12958544],[320.78934375 195.72048494],[331.1847819  173.60749899],[338.61592213 156.42857127],[276.38577026 222.73296589],[286.97607034 182.84643682],[294.10991063 154.89999092],[297.44879006 134.46696926],[252.91954941 222.5127067 ],[253.43230314 189.06738821],[253.92145665 163.64283489],[254.5308258  146.30608896],[231.3248091  229.38098138],[224.84908036 201.13722054],[221.97914752 183.93396824],[220.19168839 172.00342885]
[254.47638067 307.47718675],[289.44015472 286.75837366],[298.6525676  258.08802064],[286.73602003 236.26250213],[269.90393358 227.34391936],[280.66182042 223.23913716],[289.11784675 188.87644374],[292.99954563 164.07238311],[296.05617345 141.75226399],[255.28341592 223.14327041],[254.09718607 185.10633794],[252.97852779 158.75159934],[251.28942828 137.75283875],[233.19974937 229.05728263],[227.79420182 195.52607364],[224.48371893 170.51739319],[223.76956724 152.27740337],[213.7733925  240.50101645],[200.17671094 214.48641808],[194.35638698 197.44907329],[189.0200673  182.95608557]
[257.40730991 306.04626041],[285.55644847 281.91638607],[289.63246623 247.57934337],[268.09758692 223.14116984],[241.46810631 225.05217017],[268.54617814 216.8142134 ],[269.28790499 183.60323649],[270.81315895 161.43142358],[271.46429711 141.84490773],[242.91754669 218.8079746 ],[237.1738971  183.47888979],[233.65357494 158.24156963],[227.75347808 137.61668501],[221.24626787 227.76316736],[211.31349124 199.04439052],[204.4909426  178.14924963],[199.09092083 159.17293931],[203.08950571 244.01268389],[185.08755258 224.96419271],[174.9499162  214.05194924],[166.201492   200.98666465]
[256.66061635 306.08825062],[280.29483424 275.14361649],[276.84187904 244.19189206],[259.02788395 222.05271451],[240.43192895 213.86898666],[263.04188696 214.62075674],[263.08957126 181.29434128],[263.28106618 159.47727667],[261.80177734 140.20045982],[236.6358644  217.85332729],[228.89221862 182.64630125],[222.41996445 159.43888109],[213.14917294 141.49442113],[215.57784296 229.79179671],[205.04342946 199.65088738],[199.11477171 178.85764038],[193.44957801 161.77023285],[199.67381681 247.23895042],[181.45409672 229.17159598],[170.8147627 218.6577924],[159.61603044 209.56927264]
[258.99244524 299.46585418],[277.92230959 264.91638919],[270.26868442 234.81479362],[245.44548939 217.71365783],[225.51255256 217.20597601],[248.87057091 210.44426046],[241.61988325 180.50613866],[236.88131107 161.41498057],[231.84299051 143.54451534],[226.35907544 218.51038616],[212.29515087 186.93461646],[203.4338345  165.08500683],[192.30302994 146.87429579],[209.05470188 232.46145512],[189.69959824 208.51550285],[177.6246934  189.43460765],[166.72288537 171.26692342],[196.6467688  252.17634509],[171.68193991 237.16776799],[158.23561311 227.97126315],[145.0919779  216.75210356]
[260.57820021 300.27160187],[275.4043829  263.50079251],[264.57095383 234.20613305],[239.823661   218.37700369],[221.27703803 213.25012411],[239.0916513  213.54628535],[234.54067825 182.80079309],[227.95579617 165.32768739],[220.83203563 149.98296937],[214.94935054 222.09167521],[202.67953664 189.37934379],[190.83578221 169.18913484],[177.53885679 153.2504692 ],[198.57558454 238.33948849],[179.00174912 214.89118043],[162.55681111 197.79314914],[148.36217596 181.97533724],[188.08211606 260.17162636],[165.15536157 251.91276841],[147.11201978 242.70097953],[131.32200784 231.65032499]
[259.86560177 295.61305088],[270.78727576 259.22057305],[257.15747642 232.02476936],[233.86782888 215.11123888],[215.80987976 212.46324972],[233.73162102 210.51499372],[226.2457153  180.05956835],[219.20932833 162.75753218],[211.78516678 148.41218812],[210.87113112 220.60025079],[197.34683971 190.2036986 ],[184.86816361 168.98970844],[168.93588422 153.36657232],[195.49255205 238.96959155],[173.82537368 218.2610169 ],[158.24754287 202.20746915],[143.64067812 188.16672707],[185.87120577 261.91810412],[160.0648836  253.22453372],[143.76476388 244.07521607],[128.71957732 233.3236894 ]
[255.13003938 304.95508192],[270.5902186  264.26358895],[259.12584388 235.62976549],[240.79070013 216.66639118],[227.15912507 213.43232626],[235.56369814 212.49726982],[229.62229429 182.77530601],[225.36896502 165.31729208],[222.3968479  151.63058187],[211.87318005 221.98994728],[199.85631064 190.91786765],[188.40285854 167.78944746],[174.51894109 150.78052368],[195.06931468 239.16011294],[174.67344706 216.90718028],[159.08339368 198.429884  ],[145.14415529 181.91158608],[184.63049971 261.14536262],[160.29918031 251.29624789],[143.27886659 241.15734629],[127.75614043 230.75865789]
[253.71667864 314.36231185],[273.70619729 284.72770493],[266.37481491 254.63822391],[243.01069079 235.67429496],[220.57338779 234.718529  ],[248.30968961 223.38236708],[242.92988283 190.52532361],[238.33825538 170.17583858],[233.2148319  152.78415289],[222.9975817 229.1628474],[211.87807249 194.72281704],[202.04889395 170.74690328],[191.21631014 153.27228427],[203.17540352 242.21452335],[188.13969074 215.25019805],[175.77000894 194.22384666],[166.07574048 175.3740993 ],[188.53577589 262.57246495],[166.89007678 247.0552094 ],[153.16000861 235.90904573],[140.38686763 222.16369843]
[257.05277072 321.77467134],[286.78800065 292.85905116],[285.46451941 258.00436594],[260.13981845 234.83934369],[233.38362947 234.92527397],[269.86648804 233.93574905],[267.23505146 202.05670453],[266.39030234 178.92119071],[265.87169175 156.95013745],[242.25861332 238.44358008],[233.15550022 201.93053457],[229.73548549 175.38361569],[224.03362777 154.47113013],[220.25152455 248.41052828],[207.09471811 217.78888328],[200.82272335 195.13223818],[195.76450514 177.03472886],[202.26742309 264.72166049],[184.76120208 241.60716239],[175.71976728 231.64280947],[167.49952636 221.06609928]
[264.3960642  323.71099926],[299.21802913 303.85308442],[305.20271373 273.25216532],[285.0980121  250.29107033],[261.47711333 245.43076261],[292.65735475 241.6024654 ],[298.10992098 208.00810452],[300.51023102 184.94810268],[303.37897932 165.51967267],[263.76735751 241.36216576],[259.77587823 200.44185169],[257.89880938 172.6388699 ],[253.54059716 149.93622563],[239.18055918 247.58512574],[228.65917643 212.80186447],[221.54710855 188.46639672],[216.92291962 170.40264545],[219.84970604 260.46777935],[206.23710891 232.23218756],[198.87451616 219.12100312],[192.30123673 208.01471306]
[277.80577922 324.35995505],[316.89151569 311.9420469 ],[324.43277026 288.97353817],[311.86827854 264.73291359],[297.83651662 252.40240575],[316.59219539 254.1436281 ],[328.6305028  219.38467637],[334.92826148 196.0506629 ],[341.1182372  177.27435361],[289.32089603 249.42677802],[292.91460944 207.44908444],[296.67192421 179.46468289],[296.77345124 157.66868038],[264.9522095  251.90298392],[259.26560634 215.1018884 ],[259.03813595 188.63605861],[258.93130621 170.9592549 ],[242.64260623 259.6027775 ],[232.12418411 226.94713602],[230.5166483  208.46836097],[230.0895108  195.94597776]
[299.43900105 334.37297779],[333.37790517 319.70739115],[344.34135767 295.6287152 ],[329.07873892 269.27636022],[311.07076687 261.09394345],[339.58809314 258.3882166 ],[355.23482785 223.0763958 ],[364.4457391  201.15058456],[372.87928134 181.33461533],[314.75117653 252.71013851],[323.66929941 210.29246496],[328.42772798 184.86613912],[329.56093865 162.59110905],[289.83191934 254.65021488],[289.28749043 217.85045638],[289.52951495 193.78568004],[290.08288834 174.02678594],[265.64388987 264.36505029],[257.90540959 232.47572645],[255.20982108 216.03092903],[253.51921274 201.65911418]
