[271.1127778  317.65986382],[290.12181144 288.21283203],[282.74542179 256.43498788],[272.04723903 209.77078221],[262.85169067 158.39992662],[245.3732731  248.49248929],[288.85870586 260.45691219],[298.23313353 262.19719959],[292.10559788 256.13540626],[231.87383245 278.62192375],[311.4986075  292.21310818],[321.02712946 294.64571269],[317.45535589 300.75170474],[228.22617082 313.47584788],[300.59707205 329.46640667],[306.21979829 321.24884229],[300.41907343 320.70263843],[232.05515711 351.55596859],[282.87152838 357.42465003],[289.58445795 351.42858192],[283.93419078 355.09371952]
[155.84756319 240.52830266],[188.13027424 215.23447918],[223.13287357 187.65345777],[245.55944458 160.36327017],[251.67631223 137.65233974],[259.34692067 210.91633563],[307.68686802 231.97697459],[313.58034951 247.2254177 ],[313.96050543 251.21775965],[252.89585991 235.66266655],[289.99244008 260.16142614],[287.73281023 267.84905927],[280.83728222 262.06136472],[241.21500926 260.97351812],[278.2437543  280.12550056],[276.98587625 285.08137903],[267.11357439 280.80336383],[231.65750818 285.06912198],[262.7907899  295.08777503],[257.31755443 293.8638083 ],[246.57804085 288.25586395]
[163.62632221 233.39117869],[193.42958842 203.23338733],[227.03809463 175.26701952],[249.7017834  149.27530708],[262.86576549 130.0466685 ],[261.65246945 207.59758575],[305.38837287 225.28664864],[305.27301958 235.64958769],[299.62986247 237.08031039],[254.35165743 233.24175767],[292.56079932 250.79417475],[283.78700801 255.78204732],[270.74586728 248.93755036],[243.89324057 258.95147367],[279.38989049 270.92909594],[274.40091068 274.84151809],[262.29444347 271.14312604],[235.26375726 282.58254861],[267.96054493 289.92675671],[259.31533435 286.97834494],[245.51023244 280.82786228]
[164.66399596 229.13936388],[194.93924224 197.17987817],[225.96961572 168.77119494],[250.06182813 146.65997549],[263.62190103 124.3622859 ],[259.62055978 201.40002786],[302.34800455 215.5734902 ],[298.4923643  220.88595747],[288.40276148 218.70733302],[252.09473638 228.14441804],[288.18625279 241.08067126],[272.65188776 242.8662346 ],[257.37446711 236.80223317],[241.06469115 253.2745596 ],[274.14191294 263.02322876],[261.00649853 262.68832763],[246.10206471 258.10945632],[232.28325784 276.31700679],[262.30736256 281.62592157],[248.96915646 276.40192595],[233.61867132 271.34080854]
[150.8394136  218.15409834],[181.51685861 182.37928018],[215.19815171 156.05306534],[239.04641107 131.974482  ],[250.01897388 111.29621278],[253.09830199 190.55400099],[303.21507522 198.55094773],[326.46371033 199.89052582],[338.77009381 200.49744939],[247.87666781 215.96419085],[276.73802163 228.09445224],[260.4355547  224.95292565],[243.83738369 220.55263312],[234.92047072 238.76170956],[261.80645743 250.13876764],[249.06819372 244.92598868],[232.66780857 239.85109842],[221.58708903 259.83424881],[244.20994037 270.3347234 ],[229.00484922 262.15752864],[213.07700878 255.25865261]
[143.82714572 217.96489162],[171.95185716 188.6910216 ],[207.36567588 160.59588839],[228.12546015 133.66277735],[243.61956118 108.65914208],[243.36246728 192.79165554],[279.01671518 206.96582368],[270.61528138 213.33627214],[260.78024834 213.74951613],[237.00534249 219.44865338],[266.97050271 230.66869121],[251.40855137 228.45098964],[235.64174696 222.57937407],[226.28231783 243.62926788],[254.47906612 251.48562692],[241.80547729 246.93813248],[226.21761663 240.62327745],[215.38079477 267.95132557],[241.15430052 273.42327942],[225.53821965 264.71888566],[210.25273223 257.144982  ]
[148.4662653  223.34437265],[168.81663664 194.96868725],[199.09512356 168.13499417],[217.64915578 142.64431713],[228.52638365 113.8104134 ],[242.56288511 198.22303138],[277.46402586 215.81740709],[274.21860722 220.1038121 ],[269.82815269 220.21855062],[233.69747455 222.75856132],[261.35814064 237.72192296],[245.56485569 235.31009848],[232.30184648 227.90307836],[220.48016448 246.50652996],[244.575491   261.10587039],[234.61844826 255.53349622],[222.74522147 245.22799821],[206.95037737 269.62933179],[232.95871313 283.48556307],[216.93292384 277.39287194],[201.15142834 267.76859233]
[150.13399352 225.76129583],[178.85821086 194.27082626],[210.0140066  171.91468673],[228.1157714 150.3945442],[240.19504838 123.00692968],[242.61122869 194.30048894],[276.5180738 215.070483 ],[268.84775786 223.03098185],[262.8148911  222.54824806],[234.28240733 214.46214277],[261.02062998 237.82437284],[245.16232202 237.36989323],[232.84584222 229.13739281],[222.27930745 236.83217392],[246.47713603 259.2221237 ],[231.22791051 256.67348081],[217.89190923 246.43759322],[211.273057   258.95721653],[234.69583885 276.19570884],[219.90132897 275.47969625],[208.41301321 269.40360662]
[169.95953463 226.43227762],[192.46361051 191.94848755],[220.51424338 167.46573777],[239.65582281 149.2311231 ],[253.17583666 127.83973674],[253.71208657 192.06972919],[282.06239813 204.95062776],[276.49968344 209.99307864],[271.31776642 211.62438388],[247.18751648 213.93442835],[271.90774655 229.2020608 ],[258.55574604 229.82739059],[248.9842832  227.05438093],[238.37948412 235.55704987],[257.37912457 251.38830875],[242.39742423 249.65679218],[230.27041046 244.50522866],[231.05154564 256.45499559],[247.1993755 266.4671924],[234.3268442  264.43706535],[224.85592009 261.5320681 ]
[184.99295214 231.03746382],[206.81975748 192.99785711],[236.3114803  166.73870657],[253.73645227 146.17098026],[263.17699009 122.09987631],[272.85686062 191.23410965],[304.73856679 196.72569049],[301.89868573 198.79429821],[299.63554702 197.54752331],[269.88925386 213.82339581],[294.97688521 221.64511596],[277.74777783 221.8365083 ],[267.70843842 220.34169328],[262.68185296 237.59337197],[282.57440157 243.33733283],[264.09543318 239.77169513],[251.55553651 236.49067259],[256.43010469 261.04792847],[275.51351778 264.89732028],[259.04838045 259.11331425],[247.48003611 254.81058866]
[206.39284946 231.84247918],[228.28116064 198.01664142],[254.61994884 171.36852396],[272.61946995 150.89755724],[281.86766753 127.75978594],[286.15569001 191.84963477],[323.4107003  200.22867705],[323.47583389 207.13370134],[321.49108954 208.55837324],[284.29076061 215.83227445],[311.44435346 225.12461097],[294.77703385 228.60522447],[284.1776166  225.71374281],[278.82198515 239.32101057],[303.97562267 246.53504175],[288.06168941 246.97730593],[276.75269308 243.56243021],[274.12276953 262.55748263],[297.21545711 266.09122137],[281.9009967  263.53508305],[269.49813071 261.02229468]
[229.52796918 242.14894885],[248.89364821 208.46730244],[278.12031192 180.31053575],[298.74830626 160.67440335],[310.32596582 140.99593575],[307.44932047 200.12617022],[350.74578604 216.6167551 ],[346.75520248 223.73090623],[339.45535783 226.21792563],[303.99761875 223.56689139],[338.04919027 241.4247159 ],[324.70165054 242.12457577],[312.75460441 236.66856752],[296.54250002 248.07343961],[326.96210153 263.91477484],[313.86806489 263.69174732],[300.82237714 258.89008037],[288.9381656  271.70612095],[314.09017884 281.6307463 ],[302.90965622 279.15050085],[292.90318751 273.60658451]
[236.27436908 244.11177356],[253.30699788 207.62771196],[282.90032866 178.7423462 ],[307.20646515 160.58718427],[320.79311551 143.51561299],[314.47568023 202.30146522],[358.29631744 217.01959635],[354.87809539 225.47423432],[348.42271852 228.58888782],[312.69816681 226.44077516],[348.11206067 243.78671522],[332.80839684 245.82003937],[320.00757181 241.0187871 ],[306.06374702 251.77667821],[337.19065065 268.12703211],[321.65312806 268.53254476],[307.5971773  263.59417045],[300.21253933 276.41437962],[324.1106261  285.29126815],[308.52499987 282.71624168],[296.43093377 277.90299217]
[237.87966749 247.96647222],[258.95031791 214.87263752],[286.63187872 186.12275307],[305.62334134 164.3172807 ],[314.3164819  147.09717604],[314.32981114 209.85639737],[356.92881183 224.05952141],[349.64849781 232.08262253],[339.86463975 234.91695015],[311.40585434 233.49446033],[349.78178554 247.34065464],[334.97630565 249.85703654],[320.33201092 244.9232998 ],[304.6170637  257.39453446],[340.25715026 270.44544781],[326.47844248 270.52537538],[310.90762861 265.52081787],[297.1771111 279.9427167],[326.20218416 289.85510762],[314.13326198 287.02887651],[301.09683186 282.29598613]
[237.86004145 251.66074791],[259.06329585 214.46103199],[285.7941473  185.14770228],[305.7635263  164.38837785],[314.71939862 148.12147805],[325.26347463 211.47097226],[367.71553752 221.53683956],[362.17277136 228.61685834],[353.04959971 231.55486572],[321.16036434 234.96688908],[354.92877104 247.38384334],[339.66864732 249.25288231],[326.31728004 246.40533924],[313.74617012 259.92367625],[342.78221526 271.67357586],[328.63394745 271.59751193],[313.58139366 268.11954916],[306.65155158 284.47519195],[334.76028591 291.73790534],[321.60801159 287.52053804],[307.32524952 283.25478887]
[246.15786412 252.74814619],[268.81522432 215.08636874],[296.30353887 186.82028845],[316.64501791 164.99250904],[327.35158437 147.26283725],[337.44842919 211.03914941],[378.29646506 227.1470537 ],[376.23337401 236.42473782],[372.72837448 238.24766677],[335.01433673 232.30330696],[365.72997977 250.20170243],[352.10260324 254.12632492],[342.75115431 251.77646869],[327.81738696 257.39705272],[355.47407971 273.43271429],[342.12495628 275.05598675],[330.34488185 271.90142961],[320.95537621 283.59040328],[346.40571577 292.28605736],[332.25220903 289.1989273 ],[320.93924162 286.46037026]
[264.51707103 251.74190561],[286.67614463 217.41575119],[308.24278317 186.98500958],[327.44667465 161.63768775],[340.08226041 143.80205977],[351.44244046 214.88357692],[386.68902457 230.48419338],[385.31142024 239.2463297 ],[384.9272718 241.6614766],[347.83962425 236.68515109],[370.39328521 254.3715174 ],[357.75620632 255.95047498],[349.19716795 253.15841885],[340.04064683 262.07265091],[360.83261893 277.01791513],[349.9153475  275.68310265],[337.82246046 272.00769636],[333.81205965 287.608691  ],[358.16362106 296.26791225],[348.24554045 290.42606775],[339.26762499 286.96082053]
[272.96636973 249.11112408],[298.32870499 212.73654483],[323.70479793 182.55172015],[344.46987429 159.46930497],[354.20697185 140.89297574],[367.52296493 207.20400001],[409.73886608 218.37358681],[424.54063168 222.14930862],[435.3655036  221.46160783],[364.67142696 230.13156044],[388.43974147 246.57768275],[375.68064631 246.72313507],[364.11738568 243.14942455],[357.09651    256.23045743],[378.81907808 269.6003735 ],[366.98223565 266.93574734],[354.20730126 261.0585292 ],[349.98103744 282.61537066],[370.76647145 291.61045504],[356.78970318 286.29856884],[345.31511562 281.21975395]
[287.09493263 238.94497814],[305.56991205 204.67420717],[333.16708727 174.30972624],[356.96566153 146.56287107],[367.51737037 122.4447265 ],[382.94094012 193.95174292],[430.0923292  202.58375811],[443.86502211 210.41409676],[455.0611004  212.95896403],[381.56306591 219.10954611],[405.51068994 236.29573308],[390.45000814 236.4042781 ],[380.56453078 231.58533135],[374.17879746 246.87446382],[393.42742105 257.55266766],[380.40531935 255.19779159],[370.65221819 250.07289122],[366.67397658 273.09690164],[385.9725891  278.08690971],[369.41106072 273.9125184 ],[357.54373404 270.36153583]
[298.95005559 231.89750949],[327.56528361 195.80647195],[353.55512166 165.3191597 ],[372.77529543 137.66874006],[382.6360667  113.27928361],[400.79428323 182.36032328],[452.36474339 189.4330571 ],[476.31770695 195.60228435],[494.36044757 196.36251711],[402.09682432 208.44995403],[430.37869531 227.74931425],[416.35381138 231.4504087 ],[404.61345956 224.86826626],[397.82960411 237.09750625],[417.09862798 253.32223542],[401.9118891 252.7769151],[390.34280274 244.55214012],[392.36617584 264.45014172],[413.39451135 278.00323633],[393.01774566 272.77747976],[376.71148677 262.62256635]
[331.37471509 233.45162427],[349.06906554 199.17668251],[380.61187512 167.71594862],[404.72344237 142.18249646],[417.70108919 120.31721756],[428.572802   184.26377165],[470.11647245 202.6132059 ],[467.36233515 213.65515792],[464.20464604 216.52598385],[427.18247488 211.57582818],[456.0163537  234.75407502],[445.64047908 238.48934269],[432.478843   234.53081594],[420.37874009 240.95942348],[445.31406627 259.88771135],[433.61022123 260.26706313],[418.83404781 253.20329129],[412.18444341 269.05201673],[435.14033247 283.74196666],[420.5160265  281.12403325],[405.04025656 272.69531579]
[341.81175046 245.72499777],[365.20888983 205.97404821],[397.02313217 176.36337876],[419.65925919 150.11659819],[430.0384614  122.59430968],[448.8896332  196.47387139],[496.54837467 210.97271862],[504.22241295 215.56669056],[505.84586338 212.79880877],[446.6747485  221.86104748],[473.18581361 246.66397776],[456.37097094 250.57641038],[439.03187098 244.86983728],[438.91621471 252.43013551],[461.80074527 273.15918803],[447.65120787 271.0125863 ],[432.62915278 262.23047623],[431.69696764 284.29023725],[455.05526138 298.21825137],[436.32019816 294.05602003],[419.41402076 286.21599007]
[353.66840803 266.05000697],[373.64595438 226.81880466],[402.21691095 191.86133131],[427.15191587 164.49082879],[441.00682911 134.89773788],[461.36391355 219.33868742],[508.62880278 227.24632058],[525.74000598 229.37874223],[534.64723934 227.31212187],[460.99581056 244.59115971],[484.66871401 265.5015697 ],[469.03872275 264.93717226],[451.64243342 256.87265757],[451.36064522 274.05934362],[470.18350217 292.00549248],[456.14104381 289.83274023],[440.21060115 281.3528338 ],[438.66320688 306.2356971 ],[463.52395075 318.67459682],[446.56392151 314.83313706],[430.50391305 307.82346595]
[352.55386407 295.36450788],[376.89685715 253.32526931],[406.54933979 223.44587637],[433.42114712 199.18196772],[452.33989898 169.47176965],[460.39720282 249.69248919],[498.23833076 265.71220791],[496.47200337 272.45594031],[493.81813288 271.81594964],[458.17363572 278.90339125],[487.57166384 296.9007318 ],[473.83846752 301.42791667],[458.61249493 298.81123457],[449.56755979 311.24504131],[477.23396026 326.97345272],[461.1074919 325.6176586],[444.26844449 319.57743837],[441.2648346  344.15494742],[472.73086531 355.81263447],[459.53451605 351.19549418],[445.75447455 346.10107799]
[359.04347967 331.635207  ],[383.95315452 288.91598478],[415.3753075  257.66594159],[439.77519488 230.44180745],[456.50123624 198.87507633],[464.83014806 294.6983013 ],[504.08331544 308.08461311],[499.74369273 312.18686361],[494.46237562 310.82690193],[462.90096528 323.24675835],[494.13091854 333.15728039],[479.04273551 331.40527775],[463.16026531 328.3496273 ],[453.96091592 353.55177849],[482.33296922 360.50667555],[461.80004285 350.08935425],[441.06071417 343.20901103],[444.4226992  385.92584557],[478.56578764 391.42483702],[465.90597714 381.8117169 ],[452.47380929 376.90031172]
[344.90099276 351.77813554],[379.76114489 313.95435771],[415.53951862 283.4392393 ],[445.01025139 254.91122639],[461.39688935 228.41835812],[463.37342826 321.96621184],[513.48130165 340.44142047],[521.67954921 348.60589801],[524.84743987 349.40210045],[457.11035048 351.21799401],[492.91322213 372.19181932],[484.73280799 376.87351433],[475.24353678 369.65566277],[444.6502244 382.0456598],[477.8835812 399.0309302],[463.79925324 399.80312285],[449.4745966  394.38160884],[432.38174926 415.37952136],[471.71007092 429.02055968],[470.47300677 427.95022403],[467.33290549 425.45024237]
[346.38327144 371.3035704 ],[381.43025009 330.33767346],[411.06288373 295.0270635 ],[440.73833595 266.31257196],[460.46816386 241.18292786],[463.12694708 338.07363342],[510.4259904  351.53745093],[508.91579496 359.47018029],[500.78243024 360.26547391],[458.51834778 366.09751287],[502.89124069 387.4051604 ],[510.61185472 395.8366938 ],[509.17095193 393.83127121],[446.86129881 394.94565834],[484.59146558 411.54563075],[480.34997016 414.45755847],[468.68210208 412.238259  ],[434.77202193 426.64153084],[475.36583319 434.03957305],[480.05102254 432.81103521],[478.78796163 434.03474215]
[346.45340463 387.72770881],[383.98601848 338.32895753],[415.2350442  308.68500014],[447.17461124 282.12722298],[468.95546763 261.99324047],[473.8216138  356.19847194],[510.0219694  369.54873991],[505.0562495  378.44903725],[496.0334048  381.92374996],[468.74199649 385.13857409],[504.41568014 409.36435264],[511.90883822 414.4294291 ],[509.81773547 414.1879772 ],[454.65746329 414.77275925],[477.90026158 429.60297139],[462.19629146 421.93758562],[443.93608133 414.9840542 ],[442.05403765 447.69077729],[479.15652495 457.26127743],[486.39423138 449.66020219],[488.60440185 446.54747764]
[348.16959658 388.71395013],[380.66084295 342.58611074],[411.30455716 310.68035832],[442.34877509 283.38686974],[463.10627547 263.95073592],[466.54915352 354.91245389],[512.22468504 365.77749047],[512.10795928 374.52713579],[502.75060442 378.05644895],[463.77386759 383.99155613],[509.28355766 405.17483779],[524.51918035 412.43265781],[525.9169655  414.04007653],[451.19212119 413.69952032],[482.20632198 424.84006508],[472.9730771  421.03886189],[457.89461089 417.39353875],[440.29983274 446.64445693],[474.75313494 450.70207235],[478.69846915 442.29348806],[478.83751713 439.21804432]
