[246.46216161 378.38837195],[282.88343639 375.98965776],[294.1644798  356.33362228],[284.11265174 332.71018808],[265.61581904 313.5296402 ],[301.41553403 309.91119127],[311.46674603 275.1756628 ],[318.85139466 251.21425809],[325.06966074 233.51516116],[278.97231823 308.15897135],[277.32627338 302.75588066],[273.11717105 330.72846581],[274.51312469 340.79917468],[253.95006267 312.50698432],[253.04608115 311.37161669],[250.41861459 335.44773505],[252.12600591 344.15979917],[229.87218401 317.07924216],[231.00890682 314.75957441],[231.82782887 330.31001427],[234.28706132 338.55408001]
[350.0538056  280.31148647],[384.53537077 269.07599691],[400.209144   241.37714503],[388.72572023 216.70252721],[369.45425097 207.08736868],[382.36254426 201.12598893],[374.66726549 167.64268467],[375.82697818 144.80113234],[376.22896315 124.3041729 ],[363.53745175 203.17717773],[372.18540818 189.58606847],[378.77772241 216.45879101],[379.45245753 226.64760754],[343.31781735 210.49971928],[351.87319615 206.84163465],[358.32992185 232.72945592],[357.26636103 239.05782135],[322.98007712 218.43940734],[333.53837179 217.10741722],[339.65667418 234.26402312],[340.35171064 239.69315877]
[361.02549702 282.60223285],[399.93518248 276.00168155],[417.19869065 245.06963473],[408.27573671 217.88382739],[387.72113683 205.02108993],[403.50586491 204.36148575],[399.21212882 169.68962721],[401.43947325 145.96370231],[404.46045267 123.02495166],[384.6472977  204.46201279],[392.14786331 185.72026601],[394.33638067 205.31630155],[393.02286383 207.79536186],[363.51185919 209.83263298],[371.94519147 201.77934676],[376.85788804 233.32605367],[376.87591861 242.30667167],[342.48973252 218.56058881],[351.9739336  210.81446247],[357.45228803 232.35888351],[359.42898671 242.906803  ]
[389.49808135 282.90607322],[423.07724861 272.69253539],[442.09760351 240.82753418],[440.2174908  216.54670696],[424.5874329  208.84268777],[428.47477429 200.86271785],[425.36725528 163.19150846],[427.49942725 138.25250988],[431.11793593 114.32571012],[411.05491378 203.14617703],[419.8635244  185.29309866],[422.51774634 212.22332486],[422.28557325 220.2805752 ],[390.98744797 210.14169375],[401.4580477  200.16807158],[406.91387732 228.93560552],[408.71414616 235.44046682],[370.92804751 220.38081837],[382.45544178 209.78207378],[388.20538108 226.89854269],[390.6584143  235.21944645]
[403.71198547 287.22473142],[432.53558473 277.59234818],[454.07344285 241.6518383 ],[453.48553421 218.50464268],[445.07260814 212.45704975],[449.79286343 196.86395123],[450.73281592 158.54392484],[456.40565493 136.99270508],[465.08093473 116.19793001],[436.76128174 199.97399285],[443.9738446  186.21835954],[440.18819365 212.53159821],[436.6781699  218.76004315],[419.0247586  208.12511869],[424.44243344 203.30260996],[428.47496165 231.78741701],[430.18881158 240.13409642],[400.74905745 218.13317354],[408.61080695 211.34506654],[411.72629945 226.00993781],[409.93478737 232.79232197]
[414.34767778 311.65753025],[463.5830227  300.16465228],[493.42918511 262.91058896],[498.45206121 237.5456663 ],[487.68774368 221.8059116 ],[485.79661568 192.86865065],[494.225924   149.57609312],[507.19471143 117.2523444 ],[515.76427508  84.52934887],[456.64684924 200.88193362],[476.60706625 178.59829362],[483.65139287 200.64607998],[480.83917426 207.81051763],[430.6280306 215.3211136],[447.87331901 213.40965146],[457.64460672 250.94253345],[452.76442504 263.99238458],[410.61983848 228.01557987],[428.50903231 232.1087633 ],[436.2944141  251.29356721],[430.21446851 258.24412745]
[422.64101378 303.32229015],[476.41239514 294.70917651],[506.85991089 259.48850535],[517.93328058 239.0463072 ],[513.21938258 223.96131453],[502.13480945 193.17366236],[514.26875414 153.36424426],[532.01570089 126.93728956],[543.98807267 100.53881948],[472.87982829 197.18593614],[494.34926069 157.57848862],[512.59478631 140.38844106],[518.48429492 123.57757773],[447.78339454 210.96448915],[466.85111867 204.67040274],[473.77398954 238.39020827],[464.84132809 253.60012358],[427.60368358 224.17545766],[440.6831734  226.38429181],[441.39292484 248.90469583],[430.49521555 263.36230195]
[437.63833775 288.45397302],[478.34815421 282.18918897],[511.70042892 243.79572979],[522.44506509 219.26394838],[514.03346011 203.77684387],[491.19653741 190.09804392],[491.94019405 149.64653385],[498.74321058 121.68408993],[505.75790814  98.95682233],[468.5152834  193.39051622],[486.12313346 180.04071822],[485.89229598 211.31966549],[478.59342897 222.38158646],[445.82062782 203.20513795],[466.72499385 196.60040415],[471.53880881 228.18177916],[467.96375714 237.73609023],[426.012722   214.55592065],[447.15414846 212.48856451],[452.2237798  233.75556717],[449.13968124 242.36865722]
[435.10862792 309.10652405],[486.00526856 296.02352887],[519.13032429 256.82203926],[528.09662425 230.36302925],[514.03010348 216.96521855],[496.55586845 189.24716159],[505.38506539 140.1855706 ],[517.24133006 103.31125344],[524.32272177  74.24113571],[470.45676634 198.79996902],[496.3090867 171.054122 ],[502.25434915 187.35292663],[498.1013396  186.15479211],[446.02187885 214.28079638],[468.49799354 204.50766064],[470.96794924 243.66386519],[460.92709537 252.58150863],[425.14981088 226.58162671],[445.49949485 226.18013937],[445.90489367 250.56085367],[433.58252204 257.94350207]
[427.49668318 306.19333815],[478.33954751 297.08027281],[510.58119102 251.6994026 ],[521.61609654 224.82260075],[516.36904792 209.19763242],[492.21519346 193.21507901],[492.93825625 142.68977246],[501.39824829 111.28182651],[508.88786214  80.8842893 ],[463.6924055  198.71747236],[477.51790515 171.1707128 ],[483.289846   197.10656543],[480.87221624 199.78285494],[437.22704175 211.27987512],[452.35924465 201.19344532],[465.11237033 243.04571885],[464.39772483 254.77963253],[413.27620948 224.89476894],[428.69653474 222.40310833],[436.65262762 246.04066348],[430.2001261  255.55987792]
[413.56402557 311.86406377],[467.89747579 303.95545608],[497.09045249 258.11786471],[506.5350602  230.10978098],[497.79760659 210.5637417 ],[502.59801952 185.14836867],[513.77363667 134.9919564 ],[529.74105329 102.60119786],[542.72540469  71.11512346],[469.63907566 189.35667604],[486.35922938 163.05199022],[492.26364054 180.5496276 ],[490.94654049 177.50957184],[437.08172484 202.12084636],[450.50182373 197.48308077],[456.40778177 241.52809558],[450.03463081 256.32079267],[408.74965097 213.60023657],[424.0128093  209.67100724],[426.47055537 234.76749317],[417.3582047  248.52471957]
[383.69157378 323.00728085],[434.71612117 314.79096523],[464.19495757 266.99008846],[475.66236971 231.2857295 ],[472.54157072 214.19376585],[477.83715003 205.37161748],[487.83551106 152.8184131 ],[497.64659583 119.13335791],[509.62248291  87.41402573],[451.1896882  200.51578726],[471.43361456 155.07836211],[470.23810833 169.03447515],[465.70199706 171.16510411],[421.00904015 210.03270448],[434.71477292 187.26548609],[434.61349108 236.45111655],[427.68195918 262.93963162],[393.15365095 220.47709119],[406.67541359 208.00743684],[402.36253458 235.62302836],[388.14575224 255.83623516]
[366.28976645 319.82927453],[424.24614422 318.32810747],[448.10701169 271.92436681],[452.84337115 246.39894067],[442.1616725  230.53912996],[466.51506257 198.47331824],[489.15188282 157.19509507],[508.84389961 127.77864053],[524.80603396  97.57384341],[437.61545192 190.49206822],[453.37662123 130.77723867],[474.85332318  89.53697734],[488.38287132  55.57872971],[403.13426334 199.66983227],[418.36401543 188.7169861 ],[426.17190471 233.98468505],[423.04285212 260.71791459],[374.24612352 211.05981403],[387.13935734 210.40390448],[385.45351045 240.47287932],[375.7109779  264.36535348]
[334.40346976 340.77782336],[395.34916536 314.66312639],[428.81538617 258.84120374],[441.67081998 225.52592796],[430.29775568 207.59482519],[417.29457824 201.86568707],[422.85721265 161.05906102],[422.03288539 149.46085363],[422.79094736 133.64092374],[396.13728137 193.695295  ],[411.3721418  130.39566937],[429.10148096  87.87370391],[440.40425197  49.06945156],[368.47289325 202.79364259],[381.67397328 174.10937343],[393.6890525  217.55078597],[395.44207087 246.26480862],[342.79390396 216.19005621],[355.84989428 197.00978997],[362.86231991 229.28029895],[362.99037348 257.18302929]
[316.64082585 343.84126392],[367.13755727 324.19431617],[395.24230533 270.14850299],[393.23526019 230.28614837],[371.58121413 212.49718969],[395.62324944 196.72184288],[390.30955397 153.04912117],[391.58502452 130.59070116],[392.63216727 106.58932385],[365.38394976 195.29447537],[372.7250576  142.58177241],[386.00212177 116.85521089],[388.60711588  96.5979553 ],[331.18741866 208.13890584],[333.41742178 186.34912011],[350.61502538 229.39725517],[353.60860379 255.07007163],[301.37734852 227.42217125],[307.38167384 216.55972231],[318.26069076 248.0661214 ],[320.10643579 275.3735271 ]
[296.31325235 349.76354435],[341.48776415 326.77251909],[367.22945169 273.16695902],[366.98148184 230.56885732],[347.39082515 212.12570336],[367.34552818 199.25753942],[357.85529951 143.84232714],[362.23330841 106.16127008],[367.1395888   70.64585196],[340.6656455  200.32826924],[348.43054462 160.72260409],[355.5150233  178.70634987],[357.7682249  182.96014294],[309.21572394 214.20504131],[311.99736648 191.36334376],[325.13482264 234.50227483],[326.57243097 256.95003873],[279.63668186 236.37426025],[292.32310531 214.92071035],[300.20757499 245.23917944],[298.80947568 268.25392884]
[267.31977564 342.80281698],[315.2890211  330.87724215],[340.1072639  283.43761902],[327.78559711 238.54851423],[299.27153943 226.45847606],[332.29659094 212.38696822],[329.07339889 156.23356049],[334.47396808 117.88255055],[340.4773286  79.2678242],[304.2821429  213.55566883],[313.5473567  194.81214711],[315.8782392  241.06504991],[319.87545966 254.82128924],[272.60216897 223.20956323],[277.66938166 209.80736969],[287.06769485 253.5943035 ],[291.80675737 266.2542397 ],[242.25320672 239.86065913],[251.94247463 223.50880056],[259.2364651  255.02377124],[262.05259741 271.24036083]
[242.51708438 347.30867875],[289.23583773 332.97938108],[319.79801634 285.43324859],[312.77255561 236.99746953],[273.84784364 218.17893886],[308.40521218 209.16130253],[308.71555861 152.31270639],[312.48215272 116.61921294],[313.30086167  80.97867388],[280.73119697 211.34401053],[281.86800637 191.09275151],[282.34571201 238.09563138],[280.37270119 257.40469275],[249.04581833 220.75925949],[250.41399583 198.96754806],[255.73047274 239.68743503],[254.89962151 257.84024754],[219.6958431  234.72637671],[221.83017628 208.46603181],[228.78182745 234.65331519],[229.18470702 250.20864712]
[232.0353374  345.91073271],[274.89545114 330.72246279],[295.98208529 283.16744465],[288.62644796 238.92063612],[256.31319863 219.21433634],[293.42235096 207.58239961],[289.95270541 155.43864004],[292.24913753 119.25853812],[291.6677635   84.40733932],[266.59794842 210.41063573],[264.37877723 183.57919671],[265.35795591 220.29953197],[262.45962667 240.13298279],[234.32934751 218.92372329],[227.69409874 193.48385063],[237.06518137 233.04800187],[239.71097605 254.34419612],[204.43329995 233.10431863],[204.35347253 212.90337559],[216.44962866 236.29096591],[221.39620805 253.11380157]
[215.97670175 314.48913424],[264.26026452 310.70447528],[281.87016728 282.28683154],[266.12511812 261.05875701],[236.25716851 248.88775306],[268.5657258  200.68407499],[270.27692449 152.29315402],[274.64143909 120.77205347],[277.0013538   94.71977789],[238.71359132 202.48645295],[246.42479966 177.19860014],[250.9191522  194.97292481],[253.26415547 196.06441079],[204.83650185 212.43019442],[203.61117635 203.78520395],[215.63139769 247.84264239],[223.05684551 268.13132815],[174.76181828 226.44321746],[178.5547071  224.21800316],[193.02885625 252.1354055 ],[203.46600644 271.32231207]
[193.03442134 346.02973799],[237.31753754 326.9582033 ],[259.15157948 282.81856924],[243.44666473 247.15721171],[203.93663151 232.69628029],[254.89070287 215.95770951],[251.4572905  167.64230563],[253.53808992 132.54446254],[255.80886953  96.10867055],[231.69361707 208.88883211],[236.89215661 170.17598659],[247.76991783 147.59385879],[254.67732394 121.00076126],[201.78710731 216.3800074 ],[198.07548272 199.5928099 ],[207.14717993 245.97811724],[208.61893061 270.72903692],[172.16740367 235.58503826],[173.39816704 223.07048482],[185.17810892 255.7196911 ],[192.51090597 280.67609257]
[165.15206425 346.60414591],[209.51836687 336.54723866],[232.98840935 296.90818405],[220.0926896  258.52245267],[187.75445109 232.32197919],[250.01466696 220.17789465],[241.98568333 171.96635542],[242.99367737 143.04393132],[244.812538   109.94831023],[223.98423699 213.15434605],[232.19506115 175.39326726],[239.29182594 170.52579526],[241.60268262 157.41591852],[191.7651759  217.00311853],[189.72628068 200.88877309],[196.01231175 243.56270144],[194.06789938 264.57155196],[159.81697866 233.47440695],[162.20007237 219.4108331 ],[171.91953497 254.17502219],[171.7952883  281.52502902]
[163.16487477 344.84531744],[209.12490545 328.12786508],[231.65918551 287.20487388],[216.99429342 253.11044235],[187.26793751 234.72111883],[221.16316081 216.30169628],[224.26106745 165.85095181],[225.04513093 130.45153824],[223.2631808   96.51459157],[193.87524963 217.90802305],[191.84031819 193.35720355],[198.29848652 235.62838031],[203.24205646 254.2075901 ],[162.37555983 228.90416723],[157.88167828 220.18434771],[167.92184796 267.42929202],[170.30032507 284.315302  ],[130.67364099 245.41740016],[134.70631105 239.82619927],[146.25138818 271.80798604],[151.85495899 290.15470758]
[136.81000144 350.99023551],[181.47790616 337.1005531 ],[205.25809737 294.22918338],[204.18947771 253.08595368],[187.76961263 228.10597383],[211.36688624 225.98185615],[207.793233   169.90995683],[208.56052941 133.93961378],[208.26779706  99.58736158],[186.3813192  227.42265363],[181.18867551 203.57901634],[173.94533617 248.70472343],[172.66870785 267.22409179],[157.16643734 234.38234116],[144.01742318 228.04982736],[144.05180639 272.27450626],[146.73528487 284.45377859],[126.74766274 243.15605729],[117.52226557 238.38371617],[121.75242558 270.26054212],[128.81210393 287.79617169]
[110.42841749 381.05591564],[147.059744   361.37758086],[164.63179582 319.71121073],[159.95828727 281.62051705],[143.28856191 258.13316596],[200.45262079 248.94009822],[204.61547852 190.96464989],[205.5980096  151.69933951],[207.46619093 112.8685902 ],[178.69921004 243.74895007],[186.30183374 186.79007454],[193.04739685 176.38454958],[194.19427116 168.408508  ],[149.54544242 249.77628619],[129.18920133 209.0220756 ],[131.84846823 252.80708809],[136.58154079 279.55004667],[115.96410279 264.37021645],[109.20903916 236.78246903],[115.58721933 261.00025172],[120.76823323 283.45284905]
[102.04556743 370.89368782],[152.18439849 342.91698976],[164.35190741 296.0460484 ],[161.03237871 261.14598373],[157.1359552  236.90968634],[179.37596739 235.20019509],[177.2659751  177.65228518],[177.85978196 142.40993994],[180.92573324 110.64215957],[154.20441326 237.32319822],[141.16883875 205.76615329],[139.55900803 245.08609935],[144.20211858 273.67818299],[124.4203819  248.85104914],[ 98.85837954 227.66246796],[101.38374653 270.02460543],[110.66819179 294.69020595],[ 90.37018134 263.12146584],[ 75.58543112 247.38812441],[ 81.28187119 266.57053114],[ 92.23295458 283.9862401 ]
[ 94.46578261 368.65916599],[140.37424325 354.4768236 ],[158.79254811 311.06489411],[143.25308446 273.8729263 ],[117.14327245 243.73240785],[163.36185831 246.30850981],[162.41065098 187.55731202],[165.81882335 151.28943373],[164.4355519  120.99490887],[134.97720724 244.35189805],[131.07694567 204.62663493],[132.30748975 237.048566  ],[127.86102102 260.37613683],[104.02360601 250.09251012],[ 93.89381697 223.14194825],[101.70570762 269.21975975],[102.48756657 299.22741431],[ 72.81156288 260.86854309],[ 69.46537499 243.30884959],[ 76.49970424 274.1402981 ],[ 78.93945365 299.88654942]
[108.10223922 340.89357749],[163.5948634  329.69446202],[174.22239301 288.43200608],[147.70306989 249.19800666],[111.28312931 218.72845843],[173.01337285 222.54465969],[174.06430889 174.76805693],[178.69834678 147.350215  ],[178.21089416 126.37773836],[134.09408433 222.07861774],[137.10667354 211.48828584],[140.08268627 249.71995258],[134.30520714 258.6411451 ],[ 96.3535288  231.61300878],[ 98.86559148 236.82254123],[111.61152646 277.2124079 ],[111.53475117 282.50825908],[ 60.9752364  244.43131065],[ 70.16913224 254.48202695],[ 84.1901183  281.53315495],[ 86.57564174 285.63408372]
[107.05011252 363.56229085],[152.78024304 341.01612275],[171.65025452 295.60981515],[166.86377984 260.8491698 ],[153.36460583 235.55632471],[190.18300242 230.92822864],[188.20108828 182.58329875],[193.07552751 148.2875938 ],[194.84883414 114.57687378],[163.86359238 227.45365044],[161.69598544 187.24382506],[164.17927944 200.60070423],[160.14122297 212.3031628 ],[133.05135653 233.67698491],[114.88091506 208.8302684 ],[124.35970253 254.0990611 ],[128.29673497 282.60036479],[ 99.19073818 248.83231764],[ 95.50319325 231.35851342],[103.75475943 258.77217183],[106.80803225 284.70895507]
[131.18920193 347.19180388],[178.40835872 333.38817115],[196.09495326 292.59716382],[180.70206792 253.4195741 ],[148.38689708 230.9270647 ],[200.60389034 220.36699786],[198.89291764 168.22672394],[201.33604014 137.70439805],[199.17796158 108.79043748],[172.18508901 220.01828273],[172.96340054 207.23608344],[172.16142382 249.03029196],[168.67739931 261.4523475 ],[139.50360691 227.72489349],[133.27541546 232.49043018],[141.78739593 272.84104132],[142.79903091 278.0750813 ],[106.30908378 240.01988647],[107.27947293 245.54383165],[119.42779226 277.0306903 ],[124.03698223 290.41871978]
