[220.80988275 411.44018879],[254.58638012 408.68501057],[267.78552521 374.4485495 ],[247.00968324 345.96475169],[220.8547773  319.54881042],[276.60977703 310.34694104],[294.40368798 269.53752178],[307.34001912 242.2773787 ],[319.55957939 219.79450671],[244.90172169 307.20110824],[237.82636721 250.81257823],[237.43522325 209.69789924],[238.86196098 173.13125562],[216.20764004 318.10563683],[211.36544007 298.6967972 ],[219.58550637 338.32766541],[224.39781427 358.03150275],[189.63779681 330.89813922],[190.05459848 323.94000747],[199.73530983 352.4931592 ],[208.56991923 371.86641941]
[243.02781688 306.48601611],[270.81127434 311.91175541],[287.65712935 287.12691314],[274.93040761 261.82440283],[257.36977752 235.78865283],[311.74576402 240.99894727],[333.31172789 211.95314289],[348.34341464 191.92450306],[358.76939157 174.29734542],[285.64946879 230.67247849],[288.50712921 187.51521802],[288.301438   157.54469446],[288.8789866  130.38380137],[259.98993082 229.6408748 ],[249.41471172 216.26576442],[250.64561808 244.41296723],[255.5998008  256.29037455],[236.6320126 231.688955 ],[228.02043236 221.57821056],[231.45838828 242.85148069],[238.09070984 255.5831866 ]
[243.24673531 308.84632531],[267.44193043 318.52853359],[285.52192915 291.0625574 ],[278.41761507 262.37279464],[266.5458083  234.57899727],[317.45590962 247.98656894],[342.22688234 219.92211802],[362.99670423 200.70866002],[380.91256327 181.98828207],[293.13451246 235.45303092],[303.36167835 187.8387044 ],[309.87613937 157.50042378],[316.5940059  130.88842863],[267.62754915 232.51761018],[263.54732937 212.97925017],[260.75012879 242.01266518],[261.15970267 257.54994724],[244.98393373 234.5343743 ],[241.03371806 224.9203285 ],[238.34653852 247.87374249],[237.56922708 264.96435777]
[224.75971929 297.18233041],[251.18022039 309.30256034],[278.30215452 292.21300178],[276.23402079 254.64524051],[273.5006782  220.36450889],[324.73064379 256.15201389],[359.36280401 236.75841428],[383.7560251  224.22462136],[404.70863506 211.34083277],[302.2854446  236.44376648],[322.51650409 192.27814003],[332.9712354  162.52784714],[340.08695568 141.45754761],[275.44875748 224.61318945],[269.62492786 209.09665345],[263.46589193 240.11798097],[264.09172506 260.23909554],[250.40218314 222.49343267],[246.85904965 215.55272386],[244.22299438 239.36817243],[244.66378861 259.59220881]
[223.50621116 293.0713575 ],[244.05726341 310.51582153],[269.96712613 295.54036456],[275.18884857 259.70233599],[274.33482955 218.28868888],[320.00587488 261.79273053],[360.85023365 243.21671324],[388.97717011 231.04787322],[411.42509808 219.56101811],[300.26397756 237.39361798],[324.35225281 196.45286987],[339.77846693 166.16656802],[348.51945878 144.81451038],[275.92246853 222.04716643],[271.15290299 205.18241948],[260.24960302 231.30446912],[254.65754992 249.42909249],[254.52942264 215.94839511],[248.59978617 205.48653137],[239.28798351 228.21237106],[233.13831608 248.49224101]
[206.39183782 300.08220723],[231.52732138 316.58156003],[257.99417387 301.3375091 ],[259.24525159 267.44468228],[251.13622626 224.54280085],[303.49699463 258.7404139 ],[344.94797399 238.24905672],[373.84116897 223.94989873],[394.00124236 212.10083071],[278.87405805 236.98436613],[300.18931419 191.60050124],[314.89263883 156.98210124],[324.0108573  131.30414158],[250.67900688 224.61480374],[245.42914984 207.78062469],[236.74815677 235.95125746],[233.42143871 251.2164802 ],[226.0996794 218.2282102],[220.4082741  206.26596871],[212.49539259 228.80764585],[208.35996406 245.40479624]
[212.64873393 311.66464637],[240.81738017 324.43571242],[257.39957937 302.77865075],[251.39968357 271.84169537],[237.92564817 234.27953143],[292.24089109 254.15327255],[326.4599377 225.6246941],[348.50209986 205.27898116],[363.65970813 186.89872914],[263.25112734 239.81103865],[270.5199106  191.97727365],[275.21092629 154.64443064],[278.27368716 121.66432367],[234.1913168  234.81026654],[225.83280004 218.89970207],[225.29290843 250.71003196],[226.89034844 265.89264505],[209.22885566 233.82737183],[203.023363   225.06828628],[202.19837399 254.15671283],[202.84430213 275.43380597]
[222.55255907 328.01920873],[260.56462955 330.65375159],[270.47645063 305.34845923],[250.39150197 279.10457545],[228.41439941 251.00807968],[285.71428019 254.41150027],[304.31115093 216.12354105],[321.79989726 195.25545704],[335.75652351 177.73409503],[255.18049281 248.10345816],[249.50291541 199.38437687],[246.37740272 164.86911315],[243.42401005 133.29113748],[227.39722611 249.95925947],[218.19290143 237.0279775 ],[226.57646966 268.69293554],[235.2347337  281.05828575],[204.56448546 255.09391206],[199.01496931 248.51130419],[205.76907427 274.09146142],[213.01588987 289.37352601]
[249.18823603 339.30359846],[286.83419438 324.54076133],[287.04509999 289.98085396],[259.9345093  269.41370835],[229.90217934 251.26765558],[280.75660804 244.70729953],[287.33227237 202.83905169],[295.37650991 173.81242771],[301.25758358 150.69005716],[251.95219994 248.58208056],[233.04419289 197.21131883],[221.53227019 165.67294021],[210.26114783 134.10524542],[228.33661304 261.98532969],[218.70197855 244.26573117],[235.92297968 271.64090875],[246.17079202 283.69185776],[209.21319723 274.96702048],[205.06270824 264.28120985],[219.81144071 284.08292435],[232.06150686 296.8812757 ]
[252.56718416 336.32590414],[285.52340085 314.05720069],[285.91393487 281.66290464],[256.35884166 267.23461767],[226.4446635  257.14027435],[263.87516556 231.76450037],[261.90574541 191.08113022],[264.48205321 166.51993699],[264.54307486 150.69682801],[235.26734224 241.66402915],[213.06121405 198.64651492],[203.64319047 175.6975406 ],[192.88068694 156.02673353],[214.21300357 259.06343502],[205.59759474 247.55846672],[230.43626223 273.1600476 ],[242.15052491 281.74989647],[198.1848267  276.74404189],[197.32825508 268.62418308],[218.22109187 286.0422167 ],[232.29131535 295.43514794]
[247.60516406 336.87162523],[267.02927739 316.42420568],[263.24896566 284.13521582],[233.75016143 274.39360444],[206.94941252 272.76763747],[240.67613696 229.84791092],[233.05215867 197.25432087],[229.66509472 175.72816988],[227.86889705 162.3715221 ],[215.07104242 243.46425544],[185.10587462 207.29559928],[172.05164686 187.86930372],[162.25283809 177.66629059],[199.10438138 264.40918639],[184.31913624 257.36467892],[210.08047206 277.6987752 ],[223.06121248 287.90211583],[187.19904431 285.30362933],[180.63081294 282.33692193],[200.45224628 298.89896738],[213.61947461 309.62837028]
[235.91510731 339.80515616],[257.74607613 317.35732453],[249.59126872 285.36031881],[216.70369628 281.3477074 ],[187.05481653 283.28028781],[222.89618319 238.37997017],[213.91292526 203.61980817],[211.81792287 183.57718745],[209.11472256 171.31248065],[199.23532041 255.80974382],[162.627054   222.45840643],[147.44754459 205.12945336],[133.11788655 193.69949891],[183.73422193 277.05886965],[165.60621878 273.37850192],[196.99180583 290.96135186],[213.47576762 298.63732642],[173.01920648 295.87334047],[163.64312566 293.00593678],[186.3584224 305.1163351],[202.45379857 312.77351735]
[221.66993058 349.93711243],[243.31932912 325.91192329],[233.90528956 296.36714824],[204.95613974 290.03078172],[179.93725065 286.73243984],[214.20831611 245.78274652],[209.28172241 212.25392242],[206.57654503 189.90310854],[204.27029118 177.41854863],[188.37008506 261.92794653],[153.1703215  228.51045378],[138.35537889 209.69391964],[126.86548757 201.77165117],[173.14787498 283.01424994],[155.42859866 278.93130751],[182.53360624 296.43415775],[196.59423098 304.61233085],[163.30639536 302.91345415],[154.54822806 300.58163873],[175.35573536 313.0184939 ],[188.73651887 320.59143839]
[207.01038664 350.90342672],[225.31430515 327.31933221],[218.25163774 300.508502  ],[191.7621892  292.99255185],[167.68726683 290.17837948],[194.56739855 256.37867549],[188.43026273 224.56208212],[183.32103364 200.96406288],[176.96264008 182.6619365 ],[170.22458156 270.64624464],[137.52125296 240.96281162],[119.01956388 222.005899  ],[105.19363024 209.29609263],[156.05270955 290.49632102],[138.46546361 286.56350329],[162.80004505 303.90794742],[179.24557168 314.065678  ],[145.80034918 311.26322862],[139.2305168  310.49208895],[157.36359291 320.11395003],[172.90631431 325.61634126]
[183.46672583 357.95731886],[202.91655743 338.83571344],[197.15367514 307.98408174],[169.40500888 301.94636795],[144.03434059 303.31259337],[166.98794399 259.86516205],[163.58667878 230.71621826],[157.5585139  209.44572039],[149.45808169 191.6475231 ],[142.47800565 277.0853199 ],[112.76012525 252.62571323],[ 95.14754977 235.04376448],[ 76.05713783 221.55998717],[128.27399723 299.51353905],[112.11352295 297.62465554],[139.39773208 315.26368514],[153.433873   324.99030217],[117.03635537 322.75665182],[109.04575184 321.49480712],[127.9357449  332.73733498],[140.20443263 338.36335176]
[166.23744992 363.45222697],[181.52252503 345.80046812],[173.57501863 315.74655704],[150.50856787 311.48782908],[130.80011154 309.52848743],[154.63493008 272.731605  ],[147.22351338 243.48529755],[138.43114337 217.66658745],[128.21282082 193.82257576],[128.88859352 286.49018131],[ 96.27335376 259.21587378],[ 74.7639005  238.64677297],[ 54.05575734 220.72419887],[112.11311787 306.18584503],[ 91.46749506 301.45449493],[117.494467   321.44967958],[132.45424055 334.03601531],[ 96.71561476 326.90621396],[ 82.39389155 325.09181391],[102.52618071 339.27639563],[116.54605365 346.7614709 ]
[139.06870021 363.96033772],[157.86489185 347.91168767],[151.98997538 317.85126804],[126.0916308  310.85553428],[101.2663377  309.91920032],[132.7103807  269.27416518],[131.87129372 238.96478145],[125.88500442 216.28164567],[118.03864071 197.6234575 ],[107.82171234 281.77649078],[ 78.6081841  255.04915874],[ 61.35635296 236.24652512],[ 43.85865272 221.4773021 ],[ 92.00280785 300.97168055],[ 70.23871632 297.35929412],[ 93.37506292 316.21747739],[106.17798636 328.50914653],[ 78.14385651 321.40652346],[ 61.89391432 319.26463409],[ 79.39696881 333.98304281],[ 92.49800561 344.96612977]
[115.92641612 358.25933505],[139.43850172 344.45688164],[135.39506065 316.62732036],[111.10670082 306.82828655],[ 84.88201147 298.14099632],[121.54157061 268.763734  ],[120.14832276 235.51578771],[119.428813   214.31992618],[116.776933   197.08511388],[ 95.86103325 278.17334585],[ 69.82764359 244.45372519],[ 56.52747457 226.54937089],[ 43.96635734 211.04592194],[ 77.22753594 294.34131039],[ 59.19230788 290.28866821],[ 80.50436261 311.57299406],[ 93.005436   323.04763608],[ 62.63187243 310.9823508 ],[ 50.66134878 310.42884129],[ 65.54886017 324.84969699],[ 77.16500997 334.07214057]
[107.94923363 355.6348965 ],[128.87689763 346.06317766],[125.20104413 320.27887599],[102.34568282 304.52009376],[ 80.41884725 291.01821884],[122.82323654 267.92171324],[121.60747106 232.97225783],[120.59169449 206.95537001],[117.96042877 186.23536133],[ 97.34311085 274.19475523],[ 71.9259787  236.92320222],[ 57.76905481 214.61225897],[ 44.17066032 195.02569621],[ 76.67624436 287.86256118],[ 53.81727431 283.53579624],[ 71.85903609 307.29743942],[ 83.44401183 318.05031984],[ 57.63139846 301.39621081],[ 42.78418581 302.56436805],[ 55.14531568 320.66729017],[ 65.42645355 330.26582634]
[116.3222583  348.62105779],[139.96582958 336.95201232],[138.46737776 312.00836816],[115.25318988 289.74118003],[ 91.18938012 272.98653537],[142.94705029 261.07006167],[149.04597601 229.38025219],[151.7065768  205.45737753],[153.9562725 185.7976781],[116.26100759 263.56467326],[ 94.47751092 226.00158816],[ 82.73642661 200.93410428],[ 74.46840566 181.69618934],[ 94.14920908 273.76815698],[ 72.76714562 267.30331232],[ 89.21775687 293.95533218],[100.46481723 308.54809506],[ 74.89674215 285.85395264],[ 59.99134513 286.90601638],[ 72.50245603 307.9219653 ],[ 84.2199709 320.9632003]
[141.40144406 350.12766726],[167.6445428 333.3195975],[172.2186308  303.53194247],[149.65586954 278.58682599],[128.89239859 260.98683822],[180.94990755 250.36872906],[193.01167962 215.5098322 ],[198.31812758 189.95684878],[201.6259964  173.59997084],[151.01255688 250.37747734],[138.11458388 204.46569365],[133.60994299 177.5648907 ],[128.26124337 164.44390025],[127.56105302 262.71985113],[111.09604432 248.72101655],[126.4189593  274.90796283],[133.57306396 290.96149285],[107.20382975 276.04291104],[ 98.89865921 270.79424945],[110.19932283 292.4446148 ],[117.46053108 307.70480014]
[179.74680183 323.34297881],[211.27785874 322.14966098],[217.79424766 296.70705915],[198.258336   272.78277952],[182.34774368 249.19083913],[235.86163223 247.72952499],[249.14941307 210.96773023],[257.03823942 191.26024961],[262.25791586 177.43704789],[209.41461303 242.43499298],[210.48216607 197.93173218],[212.13448181 169.81474484],[211.55687205 147.26246856],[184.39280989 245.63735625],[176.91703275 226.73419702],[184.71055091 255.73015042],[189.28220611 271.2912726 ],[164.21214025 252.88169633],[160.80775681 242.50725363],[167.36091532 260.93966054],[173.0632538 275.1283686]
[201.9060097 324.3187383],[238.4265539  321.48097223],[251.25587045 288.82777398],[235.15032905 262.40434735],[215.42560682 237.75465565],[258.90882969 246.86473832],[276.51247324 213.97166066],[290.79969618 191.32353584],[301.49932666 172.12340598],[231.27437039 244.09087154],[229.61393527 199.1020924 ],[228.79268371 167.43407624],[226.72850638 138.34902869],[207.73403386 249.91201334],[207.63159852 229.80597903],[215.37811212 254.84485589],[218.95174378 267.0012699 ],[186.93095527 257.12209425],[188.18052827 242.64786163],[194.54160609 262.50432274],[197.97180881 277.28258373]
[228.69579308 323.12722602],[265.61503998 316.63077521],[277.2610366  287.72636147],[259.35829362 262.06483137],[243.39181515 238.23619861],[283.23041242 247.79027298],[301.45875463 215.59446105],[316.35302638 193.57032275],[329.18702652 174.40767164],[255.19203764 240.40572501],[253.9609547  198.20880135],[254.01772085 167.87736513],[253.58632658 140.56522768],[230.60138507 246.34068894],[230.87422498 226.09171691],[237.77908151 250.57611605],[239.18093681 262.70402974],[208.40992712 257.13966312],[212.31723527 242.01170999],[218.44940664 263.45397413],[220.94300447 280.41135857]
[252.15571136 313.37919613],[283.66565155 315.47842342],[296.72999328 291.44361442],[281.95188093 267.8113408 ],[265.02337247 246.66911695],[315.75108637 246.63105824],[335.56707119 214.289293  ],[350.11957025 192.65783295],[360.44363814 171.45682935],[288.86804942 238.15633705],[289.03678677 192.5993136 ],[288.37581091 162.7216586 ],[285.89308578 138.16707444],[262.47961981 238.23631089],[255.95947095 225.15928495],[262.46816541 253.09474703],[266.82664393 267.24480302],[238.70566144 243.91596236],[235.36530885 236.13642262],[240.71624476 257.41225725],[245.63135213 273.20798927]
[288.46996488 290.13205263],[315.57422184 296.54961637],[327.62776895 270.16613816],[319.4500841  246.28528235],[308.66097322 224.78530656],[346.98366843 229.07235249],[366.99855427 200.51537952],[383.23460088 177.80658636],[395.17276071 156.70996809],[321.86900582 220.87888959],[324.32420138 178.32416308],[325.68977411 147.23711729],[325.69634744 120.68956485],[298.65728087 220.48332296],[291.17072706 207.71471498],[294.92631584 234.67750581],[299.51174794 249.48702414],[279.0966686  223.84822873],[275.51603189 220.35674649],[279.32056733 241.76510628],[284.20926888 257.10381736]
[317.87748968 283.44962539],[352.35381769 282.3062669 ],[361.07864065 255.05215506],[347.55490441 234.78799638],[331.78105163 217.00228014],[372.48099405 217.97401129],[393.14713805 186.81855806],[407.70037893 164.94032385],[416.07226477 147.31515135],[346.99002903 209.95383711],[345.59116719 164.58242648],[346.84829266 133.63097397],[346.35001042 105.66400906],[323.08305729 212.99311096],[321.62228947 197.71649534],[328.50276917 223.5914146 ],[331.90801302 236.97507244],[302.35228318 219.64503856],[301.82467622 213.02911827],[307.00523322 232.15732878],[310.23730569 246.46005782]
[338.35845734 280.27889498],[374.7951584  278.42869557],[386.87798222 247.08238396],[373.10579492 221.8539621 ],[358.49727224 205.97161986],[396.85125862 208.62742004],[416.68041863 174.84282498],[432.45621116 155.3317365 ],[442.76217734 139.87394041],[371.30053648 202.73529114],[371.16345714 156.5851858 ],[374.02795488 127.22088295],[374.49790848  99.03878185],[345.82624913 207.5378913 ],[343.31329572 188.32234419],[350.9638319  216.50022761],[356.37484201 232.22920319],[324.74797206 215.15582191],[326.95339806 204.63429827],[333.59908713 223.7607166 ],[338.27927861 238.48983193]
[360.78482042 269.30714091],[398.14592897 266.87182393],[409.9279879  233.41786609],[397.55522792 206.87044616],[384.70061841 188.34680205],[416.78868765 197.24825104],[436.4978762  162.46540873],[451.48523209 141.41388702],[460.11847642 125.33117013],[391.49930936 191.2577582 ],[391.13479876 146.1965309 ],[393.40802603 118.10114443],[392.29356198  92.10622906],[366.89694165 196.12336146],[365.8598906  175.29939403],[374.64060104 202.20694125],[379.83783079 218.15469088],[346.11120732 203.05043809],[350.82661199 192.97921845],[358.57088739 211.24108097],[362.59415657 226.97362048]
